 ,Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
1,(ID2307540 : ID2307614),0,2307540,2307614,11.401,0.026,473.688,20.615,0,64.932,3.376,None
2,(ID2307614 : ID2307405),0,2307614,2307405,9.060,0.078,476.847,20.194,0,57.883,3.010,None
3,(ID2307405 : ID2307471),0,2307405,2307471,9.337,0.130,479.283,18.885,0,58.762,3.056,None
4,(ID2307471 : ID2307284),0,2307471,2307284,9.081,0.182,479.119,18.708,0,57.950,3.013,None
5,(ID2307284 : ID2307175),0,2307284,2307175,2.606,0.234,478.170,20.532,0,31.045,1.614,None
6,(ID2307175 : ID2307229),0,2307175,2307229,0.427,0.286,478.394,21.007,0,12.564,0.653,None
7,(ID2307229 : ID2307343),0,2307229,2307343,17.000,0.338,478.912,18.675,0,79.290,4.123,None
8,(ID2307343 : ID2307876),0,2307343,2307876,11.574,0.416,481.058,16.644,0,32.712,3.402,None
9,(ID2307876 : ID2307810),0,2307876,2307810,9.374,0.494,481.594,15.633,0,58.879,3.062,None
10,(ID2307810 : ID2307748),0,2307810,2307748,3.513,0.546,480.013,15.479,0,36.043,1.874,None
11,(ID2307539 : ID2307613),1,2307539,2307613,1.772,0.026,225.291,16.556,0,25.599,1.331,None
12,(ID2307613 : ID2307404),1,2307613,2307404,0.387,0.078,225.975,16.438,0,11.957,0.622,None
13,(ID2307404 : ID2307470),1,2307404,2307470,0.037,0.130,226.057,16.783,0,3.689,0.192,None
14,(ID2307470 : ID2307283),1,2307470,2307283,4.664,0.182,225.490,15.898,0,41.533,2.160,None
15,(ID2307283 : ID2307174),1,2307283,2307174,8.014,0.234,223.788,14.189,0,54.441,2.831,None
16,(ID2307174 : ID2307228),1,2307174,2307228,2.967,0.286,221.750,13.625,0,33.126,1.723,None
17,(ID2307228 : ID2307342),1,2307228,2307342,0.769,0.338,221.348,13.801,0,16.859,0.877,None
18,(ID2307342 : ID2307682),1,2307342,2307682,5.524,0.390,220.646,14.074,0,45.200,2.350,None
19,(ID2307682 : ID2307875),1,2307682,2307875,2.809,0.442,220.267,14.010,0,32.229,1.676,None
20,(ID2307875 : ID2307808),1,2307875,2307808,0.053,0.494,220.961,13.566,0,4.412,0.229,None
21,(ID2307808 : ID2307747),1,2307808,2307747,8.508,0.546,219.492,13.873,0,56.093,2.917,None
22,(ID2307544 : ID2307618),2,2307544,2307618,0.036,0.026,371.494,61.289,0,3.668,0.191,None
23,(ID2307618 : ID2307409),2,2307618,2307409,0.126,0.078,371.497,61.202,0,6.825,0.355,None
24,(ID2307409 : ID2307476),2,2307409,2307476,0.031,0.130,371.456,61.028,0,3.387,0.176,None
25,(ID2307476 : ID2307288),2,2307476,2307288,0.089,0.182,371.515,61.047,0,5.742,0.299,None
26,(ID2307288 : ID2307179),2,2307288,2307179,0.102,0.234,371.777,60.957,0,6.140,0.319,None
27,(ID2307179 : ID2307232),2,2307179,2307232,0.402,0.286,371.591,60.946,0,12.192,0.634,None
28,(ID2307232 : ID2307347),2,2307232,2307347,0.267,0.338,371.540,60.979,0,9.944,0.517,None
29,(ID2307347 : ID2307686),2,2307347,2307686,0.162,0.390,371.596,60.858,0,7.735,0.402,None
30,(ID2307686 : ID2307880),2,2307686,2307880,0.062,0.442,371.521,60.844,0,4.808,0.250,None
31,(ID2307880 : ID2307816),2,2307880,2307816,0.012,0.494,371.589,60.903,0,2.086,0.108,None
32,(ID2307816 : ID2307754),2,2307816,2307754,0.088,0.546,371.427,60.826,0,5.693,0.296,None
33,(ID2307754 : ID2307997),2,2307754,2307997,0.016,0.598,371.260,60.758,0,2.405,0.125,None
34,(ID2307997 : ID2307944),2,2307997,2307944,0.346,0.650,371.172,61.080,0,11.314,0.588,None
35,(ID2307944 : ID2308109),2,2307944,2308109,1.084,0.702,371.268,60.868,0,20.024,1.041,None
36,(ID2308109 : ID2308058),2,2308109,2308058,0.270,0.754,371.358,60.620,0,9.994,0.520,None
37,(ID2308058 : ID2308152),2,2308058,2308152,10.260,0.806,370.038,61.838,0,61.599,3.203,None
38,(ID2308152 : ID2308211),2,2308152,2308211,13.702,0.858,366.965,63.260,0,71.186,3.702,None
39,(ID2308211 : ID2308274),2,2308211,2308274,0.582,0.910,365.487,63.506,0,14.677,0.763,None
40,(ID2308274 : ID2308343),2,2308274,2308343,0.112,0.962,365.798,63.458,0,6.438,0.335,None
41,(ID2308343 : ID2308408),2,2308343,2308408,0.927,1.014,365.313,63.616,0,18.511,0.963,None
42,(ID2308408 : ID2308520),2,2308408,2308520,6.297,1.066,363.900,64.446,0,48.259,2.509,None
43,(ID2308520 : ID2308465),2,2308520,2308465,4.654,1.118,363.299,64.260,0,41.488,2.157,None
44,(ID2308465 : ID2308574),2,2308465,2308574,1.217,1.170,363.857,62.730,0,21.216,1.103,None
45,(ID2308574 : ID2308620),2,2308574,2308620,5.601,1.222,363.400,61.262,0,45.514,2.367,None
46,(ID2308620 : ID2308666),2,2308620,2308666,0.424,1.300,362.799,59.981,0,6.263,0.651,None
47,(ID2308666 : ID2308730),2,2308666,2308730,1.055,1.378,363.073,60.143,0,19.757,1.027,None
48,(ID2308730 : ID2308849),2,2308730,2308849,0.979,1.430,363.151,60.138,0,19.031,0.990,None
49,(ID2308849 : ID2308967),2,2308849,2308967,0.538,1.482,363.405,59.671,0,14.110,0.734,None
50,(ID2308967 : ID2308913),2,2308967,2308913,0.056,1.534,363.697,59.593,0,4.556,0.237,None
51,(ID2308913 : ID2309028),2,2308913,2309028,0.273,1.586,363.545,59.750,0,10.057,0.523,None
52,(ID2309028 : ID2309138),2,2309028,2309138,1.064,1.638,363.007,60.232,0,19.840,1.032,None
53,(ID2309138 : ID2309190),2,2309138,2309190,0.847,1.690,362.953,60.249,0,17.700,0.920,None
54,(ID2309190 : ID2309080),2,2309190,2309080,0.233,1.742,363.248,59.818,0,9.286,0.483,None
55,(ID2309080 : ID2309247),2,2309080,2309247,0.034,1.794,363.229,59.607,0,3.559,0.185,None
56,(ID2309247 : ID2309309),2,2309247,2309309,4.263E-4,1.846,363.312,59.614,0,0.397,0.021,None
57,(ID2309309 : ID2309379),2,2309309,2309379,0.023,1.898,363.303,59.544,0,2.889,0.150,None
58,(ID2309379 : ID2309443),2,2309379,2309443,0.267,1.950,363.134,59.665,0,9.941,0.517,None
59,(ID2309443 : ID2309498),2,2309443,2309498,1.745,2.002,363.120,59.219,0,25.404,1.321,None
60,(ID2309498 : ID2309538),2,2309498,2309538,0.520,2.054,363.056,58.864,0,13.862,0.721,None
61,(ID2309538 : ID2309582),2,2309538,2309582,0.176,2.106,362.935,59.337,0,8.074,0.420,None
62,(ID2309582 : ID2309629),2,2309582,2309629,0.177,2.158,363.018,59.734,0,8.094,0.421,None
63,(ID2309629 : ID2309688),2,2309629,2309688,0.041,2.210,363.073,60.018,0,3.876,0.202,None
64,(ID2309688 : ID2309812),2,2309688,2309812,0.401,2.262,363.156,59.776,0,12.183,0.634,None
65,(ID2309812 : ID2309752),2,2309812,2309752,0.063,2.314,363.261,59.548,0,4.825,0.251,None
66,(ID2309752 : ID2309876),2,2309752,2309876,0.691,2.366,363.075,59.948,0,15.985,0.831,None
67,(ID2309876 : ID2309937),2,2309876,2309937,0.686,2.418,363.171,60.075,0,15.930,0.828,None
68,(ID2309937 : ID2309981),2,2309937,2309981,0.471,2.470,363.204,59.832,0,13.196,0.686,None
69,(ID2309981 : ID2310070),2,2309981,2310070,0.431,2.522,363.191,59.729,0,12.623,0.656,None
70,(ID2310070 : ID2310026),2,2310070,2310026,0.463,2.574,363.265,59.913,0,13.088,0.681,None
71,(ID2310026 : ID2310120),2,2310026,2310120,0.610,2.626,363.233,59.819,0,15.022,0.781,None
72,(ID2310120 : ID2310243),2,2310120,2310243,0.076,2.678,363.390,59.374,0,5.293,0.275,None
73,(ID2310243 : ID2310179),2,2310243,2310179,0.390,2.730,363.212,59.541,0,12.006,0.624,None
74,(ID2310179 : ID2310300),2,2310179,2310300,0.070,2.782,363.228,59.812,0,5.098,0.265,None
75,(ID2310300 : ID2310360),2,2310300,2310360,0.110,2.834,363.325,59.954,0,6.375,0.331,None
76,(ID2310360 : ID2310665),2,2310360,2310665,0.522,2.886,363.058,59.841,0,13.889,0.722,None
77,(ID2310665 : ID2310454),2,2310665,2310454,0.188,2.938,363.041,59.579,0,8.345,0.434,None
78,(ID2310454 : ID2310411),2,2310454,2310411,0.380,2.990,363.075,59.839,0,11.852,0.616,None
79,(ID2310411 : ID2310503),2,2310411,2310503,0.039,3.042,362.989,60.104,0,3.801,0.198,None
80,(ID2310503 : ID2310551),2,2310503,2310551,0.109,3.094,363.137,59.965,0,6.335,0.329,None
81,(ID2310551 : ID2310607),2,2310551,2310607,0.182,3.146,363.318,59.640,0,8.206,0.427,None
82,(ID2310607 : ID2310717),2,2310607,2310717,0.075,3.198,363.468,59.336,0,5.275,0.274,None
83,(ID2310717 : ID2310785),2,2310717,2310785,0.782,3.250,363.497,59.642,0,17.011,0.885,None
84,(ID2310785 : ID2311088),2,2310785,2311088,0.454,3.302,363.311,59.811,0,12.958,0.674,None
85,(ID2307552 : ID2307625),5,2307552,2307625,3.922,0.026,309.391,119.463,0,38.086,1.980,None
86,(ID2307625 : ID2307416),5,2307625,2307416,8.280,0.078,311.341,120.733,0,55.336,2.877,None
87,(ID2307416 : ID2307482),5,2307416,2307482,0.295,0.130,312.782,120.951,0,10.437,0.543,None
88,(ID2307482 : ID2307293),5,2307482,2307293,2.707,0.182,313.682,120.602,0,31.639,1.645,None
89,(ID2307293 : ID2307183),5,2307293,2307183,5.056,0.234,314.878,119.453,0,43.244,2.249,None
90,(ID2307183 : ID2307238),5,2307183,2307238,1.594,0.286,315.063,118.995,0,24.282,1.263,None
91,(ID2307238 : ID2307353),5,2307238,2307353,0.465,0.338,315.039,119.301,0,13.116,0.682,None
92,(ID2307353 : ID2307691),5,2307353,2307691,4.821,0.390,316.165,118.465,0,42.223,2.196,None
93,(ID2307691 : ID2307887),5,2307691,2307887,8.358,0.442,315.748,117.472,0,55.597,2.891,None
94,(ID2307887 : ID2307823),5,2307887,2307823,2.511,0.494,315.138,116.805,0,30.472,1.585,None
95,(ID2307823 : ID2307758),5,2307823,2307758,1.198,0.546,315.356,116.635,0,21.053,1.095,None
96,(ID2307758 : ID2308003),5,2307758,2308003,5.707,0.598,314.974,115.494,0,45.940,2.389,None
97,(ID2308003 : ID2307945),5,2308003,2307945,16.123,0.650,314.135,112.572,0,77.218,4.015,None
98,(ID2307945 : ID2308110),5,2307945,2308110,1.396,0.702,313.163,111.423,0,22.726,1.182,None
99,(ID2308110 : ID2308060),5,2308110,2308060,4.060,0.754,312.538,111.248,0,38.751,2.015,None
100,(ID2308060 : ID2308154),5,2308060,2308154,1.909,0.806,312.573,110.452,0,26.569,1.382,None
101,(ID2308154 : ID2308215),5,2308154,2308215,7.818,0.858,314.637,110.678,0,53.771,2.796,None
102,(ID2308215 : ID2308277),5,2308215,2308277,1.982,0.910,315.307,110.936,0,27.072,1.408,None
103,(ID2308277 : ID2308347),5,2308277,2308347,3.084,0.962,313.754,110.714,0,33.774,1.756,None
104,(ID2308347 : ID2308410),5,2308347,2308410,5.246,1.014,312.602,111.594,0,44.045,2.290,None
105,(ID2308410 : ID2308523),5,2308410,2308523,16.284,1.066,313.453,114.353,0,77.603,4.035,None
106,(ID2308523 : ID2308469),5,2308523,2308469,8.595,1.118,315.694,116.992,0,56.378,2.932,None
107,(ID2308469 : ID2308578),5,2308469,2308578,0.177,1.170,316.711,118.175,0,8.082,0.420,None
108,(ID2308578 : ID2308624),5,2308578,2308624,0.944,1.222,316.824,118.824,0,18.681,0.971,None
109,(ID2308624 : ID2308795),5,2308624,2308795,0.974,1.274,317.482,119.149,0,18.974,0.987,None
110,(ID2308795 : ID2308672),5,2308795,2308672,0.728,1.326,318.230,119.352,0,16.403,0.853,None
111,(ID2308672 : ID2308736),5,2308672,2308736,2.184,1.378,319.197,119.432,0,28.419,1.478,None
112,(ID2308736 : ID2308852),5,2308736,2308852,10.418,1.430,319.524,117.612,0,62.071,3.228,None
113,(ID2308852 : ID2308971),5,2308852,2308971,13.336,1.482,320.774,116.888,0,70.228,3.652,None
114,(ID2308971 : ID2309031),5,2308971,2309031,6.323,1.560,323.169,116.747,0,24.178,2.514,None
115,(ID2309031 : ID2309141),5,2309031,2309141,9.333,1.638,324.054,114.236,0,58.750,3.055,None
116,(ID2309141 : ID2309191),5,2309141,2309191,13.668,1.690,323.924,110.879,0,71.097,3.697,None
117,(ID2309191 : ID2309083),5,2309191,2309083,1.203,1.742,323.634,108.500,0,21.091,1.097,None
118,(ID2309083 : ID2309251),5,2309083,2309251,3.066,1.794,324.216,107.351,0,33.674,1.751,None
119,(ID2309251 : ID2309314),5,2309251,2309314,12.490,1.846,326.618,106.774,0,67.963,3.534,None
120,(ID2309314 : ID2309382),5,2309314,2309382,0.017,1.898,328.355,106.741,0,2.533,0.132,None
121,(ID2309382 : ID2309446),5,2309382,2309446,2.860,1.950,329.158,106.540,0,32.520,1.691,None
122,(ID2309446 : ID2309499),5,2309446,2309499,3.549,2.002,329.140,105.994,0,36.230,1.884,None
123,(ID2309499 : ID2309539),5,2309499,2309539,8.093,2.054,326.909,105.245,0,54.709,2.845,None
124,(ID2309539 : ID2309584),5,2309539,2309584,19.610,2.106,327.274,106.261,0,85.160,4.428,None
125,(ID2309584 : ID2309631),5,2309584,2309631,0.586,2.158,328.726,107.870,0,14.720,0.765,None
126,(ID2309631 : ID2309691),5,2309631,2309691,3.922,2.210,328.067,109.036,0,38.087,1.981,None
127,(ID2309691 : ID2309816),5,2309691,2309816,0.334,2.262,327.954,109.816,0,11.109,0.578,None
128,(ID2309816 : ID2309755),5,2309816,2309755,0.666,2.314,328.614,109.696,0,15.688,0.816,None
129,(ID2309755 : ID2309880),5,2309755,2309880,9.131,2.366,329.576,111.122,0,58.109,3.022,None
130,(ID2309880 : ID2309984),5,2309880,2309984,11.982,2.444,329.076,111.155,0,33.284,3.462,None
131,(ID2309984 : ID2310073),5,2309984,2310073,9.497,2.522,326.610,109.166,0,59.264,3.082,None
132,(ID2310073 : ID2310028),5,2310073,2310028,6.346,2.574,324.564,107.462,0,48.444,2.519,None
133,(ID2310028 : ID2310121),5,2310028,2310121,10.973,2.626,325.534,106.790,0,63.704,3.313,None
134,(ID2310121 : ID2310249),5,2310121,2310249,17.037,2.678,326.617,109.205,0,79.376,4.128,None
135,(ID2310249 : ID2310184),5,2310249,2310184,4.448,2.730,326.196,112.252,0,40.559,2.109,None
136,(ID2310184 : ID2310306),5,2310184,2310306,11.767,2.782,326.832,114.930,0,65.967,3.430,None
137,(ID2310306 : ID2310366),5,2310306,2310366,15.492,2.834,328.978,117.695,0,75.693,3.936,None
138,(ID2310366 : ID2310670),5,2310366,2310670,2.384,2.886,331.348,118.715,0,29.691,1.544,None
139,(ID2310670 : ID2310458),5,2310670,2310458,1.053,2.938,331.677,118.328,0,19.736,1.026,None
140,(ID2310458 : ID2310414),5,2310458,2310414,15.600,2.990,330.071,116.465,0,75.956,3.950,None
141,(ID2310414 : ID2310507),5,2310414,2310507,2.196,3.042,328.544,114.225,0,28.500,1.482,None
142,(ID2310507 : ID2310557),5,2310507,2310557,12.274,3.094,327.906,115.303,0,67.375,3.503,None
143,(ID2310557 : ID2310614),5,2310557,2310614,0.060,3.146,327.720,117.104,0,4.713,0.245,None
144,(ID2310614 : ID2310722),5,2310614,2310722,2.718,3.198,327.135,116.716,0,31.702,1.649,None
145,(ID2310722 : ID2310792),5,2310722,2310792,8.374,3.250,325.683,115.030,0,55.651,2.894,None
146,(ID2310792 : ID2311092),5,2310792,2311092,0.084,3.302,324.944,113.947,0,5.573,0.290,None
147,(ID2311092 : ID2310849),5,2311092,2310849,1.748,3.380,324.702,114.691,0,12.712,1.322,None
148,(ID2310849 : ID2310895),5,2310849,2310895,1.556,3.458,324.265,114.691,0,23.991,1.248,None
149,(ID2310895 : ID2310975),5,2310895,2310975,0.071,3.510,324.233,114.089,0,5.122,0.266,None
150,(ID2310975 : ID2311200),5,2310975,2311200,5.783,3.562,324.965,113.046,0,46.247,2.405,None
151,(ID2311200 : ID2311030),5,2311200,2311030,11.284,3.614,324.302,110.893,0,64.599,3.359,None
152,(ID2311030 : ID2311313),5,2311030,2311313,0.033,3.666,323.132,109.778,0,3.470,0.180,None
153,(ID2311313 : ID2311148),5,2311313,2311148,1.490,3.718,322.867,110.270,0,23.471,1.221,None
154,(ID2311148 : ID2311259),5,2311148,2311259,11.389,3.770,320.838,110.561,0,64.899,3.375,None
155,(ID2311259 : ID2311370),5,2311259,2311370,1.468,3.822,319.136,109.750,0,23.304,1.212,None
156,(ID2311370 : ID2311669),5,2311370,2311669,4.043,3.874,318.469,108.370,0,38.668,2.011,None
157,(ID2311669 : ID2311468),5,2311669,2311468,5.386,3.926,317.826,106.434,0,44.631,2.321,None
158,(ID2311468 : ID2311623),5,2311468,2311623,8.199,3.978,318.940,104.377,0,55.066,2.863,None
159,(ID2311623 : ID2311419),5,2311623,2311419,3.730,4.030,320.247,104.426,0,37.142,1.931,None
160,(ID2311419 : ID2311515),5,2311419,2311515,14.517,4.082,321.488,106.962,0,73.273,3.810,None
161,(ID2311515 : ID2311573),5,2311515,2311573,8.457,4.134,323.163,109.865,0,55.924,2.908,None
162,(ID2311573 : ID2311750),5,2311573,2311750,5.927,4.186,322.922,112.033,0,46.818,2.435,None
163,(ID2311750 : ID2311701),5,2311750,2311701,0.014,4.238,322.004,112.862,0,2.275,0.118,None
164,(ID2311701 : ID2312039),5,2311701,2312039,1.308,4.290,321.621,112.368,0,21.993,1.144,None
165,(ID2312039 : ID2311803),5,2312039,2311803,1.983,4.342,320.726,112.321,0,27.083,1.408,None
166,(ID2311803 : ID2311852),5,2311803,2311852,1.522,4.394,319.596,112.990,0,23.724,1.234,None
167,(ID2311852 : ID2311894),5,2311852,2311894,0.807,4.446,318.781,113.612,0,17.272,0.898,None
168,(ID2311894 : ID2312141),5,2311894,2312141,1.818,4.498,318.688,113.329,0,25.927,1.348,None
169,(ID2312141 : ID2312085),5,2312141,2312085,0.153,4.550,319.019,112.768,0,7.525,0.391,None
170,(ID2312085 : ID2311991),5,2312085,2311991,10.255,4.602,318.466,114.289,0,61.584,3.202,None
171,(ID2307551 : ID2307623),6,2307551,2307623,2.796,0.026,189.113,116.360,0,32.155,1.672,None
172,(ID2307623 : ID2307414),6,2307623,2307414,1.278,0.078,188.087,115.978,0,21.743,1.131,None
173,(ID2307414 : ID2307480),6,2307414,2307480,2.292,0.130,188.383,116.019,0,29.117,1.514,None
174,(ID2307480 : ID2307291),6,2307480,2307291,30.135,0.182,191.158,115.053,0,105.567,5.490,None
175,(ID2307291 : ID2307182),6,2307291,2307182,8.008,0.234,194.641,114.256,0,54.419,2.830,None
176,(ID2307182 : ID2307236),6,2307182,2307236,7.314,0.286,194.973,113.963,0,52.008,2.704,None
177,(ID2307236 : ID2307351),6,2307236,2307351,1.389,0.338,193.628,112.578,0,22.662,1.178,None
178,(ID2307351 : ID2307690),6,2307351,2307690,11.103,0.390,191.812,111.240,0,64.079,3.332,None
179,(ID2307690 : ID2307886),6,2307690,2307886,6.090,0.442,189.957,111.381,0,47.456,2.468,None
180,(ID2307886 : ID2307820),6,2307886,2307820,2.921,0.494,189.313,111.661,0,32.869,1.709,None
181,(ID2307820 : ID2307755),6,2307820,2307755,0.599,0.546,189.348,111.165,0,14.882,0.774,None
182,(ID2307755 : ID2308001),6,2307755,2308001,5.331,0.598,190.189,112.452,0,44.404,2.309,None
183,(ID2308001 : ID2307947),6,2308001,2307947,1.488,0.650,191.360,113.042,0,23.460,1.220,None
184,(ID2307947 : ID2308111),6,2307947,2308111,1.012,0.702,191.532,113.074,0,19.348,1.006,None
185,(ID2308111 : ID2308062),6,2308111,2308062,9.143,0.754,192.365,114.421,0,58.149,3.024,None
186,(ID2308062 : ID2308216),6,2308062,2308216,9.308,0.832,193.297,113.879,0,29.336,3.051,None
187,(ID2308216 : ID2308278),6,2308216,2308278,3.349,0.910,192.162,112.506,0,35.192,1.830,None
188,(ID2307549 : ID2307621),8,2307549,2307621,4.392,0.026,405.339,108.804,0,40.301,2.096,None
189,(ID2307621 : ID2307413),8,2307621,2307413,18.457,0.078,408.256,109.510,0,82.619,4.296,None
190,(ID2307413 : ID2307479),8,2307413,2307479,7.602,0.130,411.521,110.255,0,53.024,2.757,None
191,(ID2307479 : ID2307290),8,2307479,2307290,7.852,0.182,413.116,108.633,0,53.887,2.802,None
192,(ID2307290 : ID2307180),8,2307290,2307180,2.565,0.234,413.645,106.507,0,30.801,1.602,None
193,(ID2307180 : ID2307234),8,2307180,2307234,2.773,0.286,414.614,106.247,0,32.024,1.665,None
194,(ID2307234 : ID2307350),8,2307234,2307350,4.770,0.338,414.673,107.634,0,42.001,2.184,None
195,(ID2307350 : ID2307689),8,2307350,2307689,0.334,0.390,413.774,108.600,0,11.118,0.578,None
196,(ID2307689 : ID2307885),8,2307689,2307885,11.511,0.442,413.646,110.354,0,65.247,3.393,None
197,(ID2307885 : ID2307821),8,2307885,2307821,10.206,0.494,415.306,112.575,0,61.438,3.195,None
198,(ID2307821 : ID2307756),8,2307821,2307756,2.421,0.546,416.218,113.607,0,29.924,1.556,None
199,(ID2307756 : ID2308004),8,2307756,2308004,17.177,0.598,415.304,116.156,0,79.702,4.145,None
200,(ID2308004 : ID2307948),8,2308004,2307948,6.376,0.650,413.946,118.920,0,48.559,2.525,None
201,(ID2307948 : ID2308113),8,2307948,2308113,5.030,0.702,413.946,120.053,0,43.129,2.243,None
202,(ID2308113 : ID2308063),8,2308113,2308063,0.033,0.754,414.897,120.476,0,3.468,0.180,None
203,(ID2308063 : ID2308156),8,2308063,2308156,12.104,0.806,413.841,119.034,0,66.906,3.479,None
204,(ID2308156 : ID2308218),8,2308156,2308218,4.772,0.858,411.833,117.258,0,42.011,2.185,None
205,(ID2308218 : ID2308281),8,2308218,2308281,14.482,0.910,409.182,117.944,0,73.182,3.805,None
206,(ID2308281 : ID2308350),8,2308281,2308350,2.844,0.962,406.749,119.138,0,32.429,1.686,None
207,(ID2308350 : ID2308413),8,2308350,2308413,13.950,1.014,404.149,119.896,0,71.828,3.735,None
208,(ID2308413 : ID2308525),8,2308413,2308525,7.250,1.066,401.027,120.493,0,51.779,2.693,None
209,(ID2308525 : ID2308470),8,2308525,2308470,5.485,1.118,400.528,119.704,0,45.040,2.342,None
210,(ID2308470 : ID2308579),8,2308470,2308579,7.338,1.170,402.652,118.444,0,52.094,2.709,None
211,(ID2308579 : ID2308623),8,2308579,2308623,3.765,1.222,404.841,117.660,0,37.313,1.940,None
212,(ID2308623 : ID2308793),8,2308623,2308793,4.222,1.274,405.318,116.396,0,39.513,2.055,None
213,(ID2308793 : ID2308670),8,2308793,2308670,1.148,1.326,405.322,115.156,0,20.608,1.072,None
214,(ID2308670 : ID2308734),8,2308670,2308734,3.686,1.378,404.959,114.316,0,36.922,1.920,None
215,(ID2308734 : ID2308851),8,2308734,2308851,1.419,1.430,403.989,114.356,0,22.906,1.191,None
216,(ID2308851 : ID2308970),8,2308851,2308970,0.531,1.482,404.183,114.921,0,14.010,0.729,None
217,(ID2308970 : ID2308916),8,2308970,2308916,0.282,1.534,404.730,114.723,0,10.216,0.531,None
218,(ID2308916 : ID2309032),8,2308916,2309032,6.219,1.586,405.230,115.736,0,47.957,2.494,None
219,(ID2309032 : ID2309142),8,2309032,2309142,3.429,1.638,405.136,117.771,0,35.612,1.852,None
220,(ID2309142 : ID2309192),8,2309142,2309192,1.732,1.690,405.323,118.875,0,25.311,1.316,None
221,(ID2309192 : ID2309085),8,2309192,2309085,3.289,1.742,405.719,120.034,0,34.876,1.814,None
222,(ID2309085 : ID2309253),8,2309085,2309253,3.813,1.794,405.746,119.969,0,37.552,1.953,None
223,(ID2309253 : ID2309316),8,2309253,2309316,4.745,1.846,405.137,119.716,0,41.891,2.178,None
224,(ID2309316 : ID2309384),8,2309316,2309384,9.398,1.898,403.338,121.606,0,58.954,3.066,None
225,(ID2309384 : ID2309448),8,2309384,2309448,0.060,1.950,402.408,122.917,0,4.695,0.244,None
226,(ID2309448 : ID2309503),8,2309448,2309503,4.588,2.002,401.685,122.275,0,41.191,2.142,None
227,(ID2309503 : ID2309541),8,2309503,2309541,0.418,2.054,400.611,121.461,0,12.435,0.647,None
228,(ID2309541 : ID2309586),8,2309541,2309586,0.333,2.106,400.530,121.243,0,11.101,0.577,None
229,(ID2309586 : ID2309633),8,2309586,2309633,6.433,2.158,401.872,121.704,0,48.777,2.536,None
230,(ID2309633 : ID2309694),8,2309633,2309694,0.401,2.210,402.863,122.623,0,12.175,0.633,None
231,(ID2309694 : ID2309819),8,2309694,2309819,2.179,2.262,403.480,122.813,0,28.386,1.476,None
232,(ID2309819 : ID2309758),8,2309819,2309758,0.302,2.314,403.961,122.822,0,10.568,0.550,None
233,(ID2309758 : ID2309881),8,2309758,2309881,0.313,2.366,403.539,122.717,0,10.756,0.559,None
234,(ID2309881 : ID2309940),8,2309881,2309940,26.893,2.418,404.403,120.120,0,99.727,5.186,None
235,(ID2309940 : ID2309985),8,2309940,2309985,3.432,2.470,404.612,117.324,0,35.627,1.853,None
236,(ID2309985 : ID2310075),8,2309985,2310075,20.563,2.522,403.552,114.650,0,87.206,4.535,None
237,(ID2310075 : ID2310029),8,2310075,2310029,23.482,2.574,401.381,110.939,0,93.189,4.846,None
238,(ID2310029 : ID2310122),8,2310029,2310122,2.811,2.626,399.309,108.657,0,32.243,1.677,None
239,(ID2310122 : ID2310247),8,2310122,2310247,22.548,2.678,397.776,105.910,0,91.318,4.749,None
240,(ID2310247 : ID2310182),8,2310247,2310182,0.298,2.730,396.382,103.717,0,10.506,0.546,None
241,(ID2310182 : ID2310302),8,2310182,2310302,6.883,2.782,396.419,102.133,0,50.451,2.623,None
242,(ID2310302 : ID2310362),8,2310302,2310362,1.428,2.834,395.861,100.746,0,22.981,1.195,None
243,(ID2310362 : ID2310666),8,2310362,2310666,5.828,2.886,394.691,99.611,0,46.427,2.414,None
244,(ID2307558 : ID2307629),9,2307558,2307629,0.296,0.026,352.868,156.875,0,10.456,0.544,None
245,(ID2307629 : ID2307418),9,2307629,2307418,5.705,0.078,352.476,155.574,0,45.932,2.388,None
246,(ID2307418 : ID2307485),9,2307418,2307485,5.206,0.130,351.533,155.205,0,43.878,2.282,None
247,(ID2307485 : ID2307296),9,2307485,2307296,1.765,0.182,351.074,156.592,0,25.552,1.329,None
248,(ID2307296 : ID2307187),9,2307296,2307187,25.499,0.234,348.895,156.964,0,97.109,5.050,None
249,(ID2307187 : ID2307242),9,2307187,2307242,7.831,0.286,345.121,156.149,0,53.815,2.798,None
250,(ID2307242 : ID2307357),9,2307242,2307357,0.082,0.338,343.749,155.619,0,5.508,0.286,None
251,(ID2307357 : ID2307696),9,2307357,2307696,9.104,0.390,344.352,157.031,0,58.024,3.017,None
252,(ID2307696 : ID2307892),9,2307696,2307892,1.077,0.442,344.773,157.932,0,19.953,1.038,None
253,(ID2307892 : ID2307827),9,2307892,2307827,3.932,0.494,345.126,156.760,0,38.134,1.983,None
254,(ID2307827 : ID2307762),9,2307827,2307762,7.746,0.546,347.161,155.871,0,53.522,2.783,None
255,(ID2307762 : ID2308007),9,2307762,2308007,3.160,0.598,348.249,154.893,0,34.185,1.778,None
256,(ID2308007 : ID2307950),9,2308007,2307950,9.866,0.650,347.280,152.636,0,60.404,3.141,None
