 ,Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
1,(ID110863 : ID111326),0,110863,111326,28.181,0.026,461.201,1.952,0,102.088,5.309,None
2,(ID111326 : ID110974),0,111326,110974,183.423,0.078,468.328,4.180,0,260.449,13.543,None
3,(ID110974 : ID111100),0,110974,111100,19.628,0.130,474.473,10.418,0,85.199,4.430,None
4,(ID111100 : ID111252),0,111100,111252,1.207,0.182,475.795,12.262,0,21.130,1.099,None
5,(ID111252 : ID111410),0,111252,111410,9.558,0.234,474.801,12.420,0,59.452,3.092,None
6,(ID111410 : ID110943),0,111410,110943,14.915,0.286,472.301,14.445,0,74.269,3.862,None
7,(ID110943 : ID111180),0,110943,111180,44.808,0.338,472.052,19.359,0,128.728,6.694,None
8,(ID110862 : ID111325),1,110862,111325,16.000,0.026,100.000,0.000,0,76.923,4.000,None
9,(ID111325 : ID110967),1,111325,110967,9.000,0.078,99.500,0.000,0,57.692,3.000,None
10,(ID110865 : ID111328),2,110865,111328,0.281,0.026,341.136,8.508,0,10.197,0.530,None
11,(ID111328 : ID110976),2,111328,110976,0.277,0.078,341.311,8.473,0,10.123,0.526,None
12,(ID110976 : ID111099),2,110976,111099,0.016,0.130,341.487,8.748,0,2.451,0.127,None
13,(ID111099 : ID111251),2,111099,111251,0.076,0.182,341.634,8.706,0,5.295,0.275,None
14,(ID111251 : ID111409),2,111251,111409,0.320,0.234,342.004,8.714,0,10.878,0.566,None
15,(ID111409 : ID110942),2,111409,110942,0.208,0.286,342.044,8.773,0,8.776,0.456,None
16,(ID110942 : ID111177),2,110942,111177,0.740,0.338,341.391,8.770,0,16.540,0.860,None
17,(ID111177 : ID111624),2,111177,111624,0.541,0.390,341.158,8.495,0,14.139,0.735,None
18,(ID111624 : ID111695),2,111624,111695,3.710,0.442,342.256,7.851,0,37.040,1.926,None
19,(ID111695 : ID111554),2,111695,111554,0.273,0.494,343.421,7.534,0,10.048,0.522,None
20,(ID111554 : ID111834),2,111554,111834,0.124,0.546,343.778,7.403,0,6.773,0.352,None
21,(ID111834 : ID111768),2,111834,111768,0.171,0.598,343.979,7.435,0,7.957,0.414,None
22,(ID110864 : ID111327),3,110864,111327,12.311,0.026,234.370,5.005,0,67.476,3.509,None
23,(ID111327 : ID110971),3,111327,110971,51.268,0.078,229.997,1.959,0,137.695,7.160,None
24,(ID110971 : ID111098),3,110971,111098,16.000,0.130,225.000,0.000,0,76.923,4.000,None
25,(ID111098 : ID111249),3,111098,111249,36.000,0.182,220.000,0.000,0,115.385,6.000,None
26,(ID110867 : ID111329),4,110867,111329,2.461,0.026,5.458,22.324,0,30.170,1.569,None
27,(ID111329 : ID110979),4,111329,110979,84.424,0.078,10.501,20.474,0,176.697,9.188,None
28,(ID110979 : ID111101),4,110979,111101,29.937,0.130,17.423,19.510,0,105.221,5.471,None
29,(ID111101 : ID111412),4,111101,111412,14.659,0.208,19.658,18.347,0,36.815,3.829,None
30,(ID111412 : ID110944),4,111412,110944,20.024,0.286,17.031,16.747,0,86.054,4.475,None
31,(ID110866 : ID111331),5,110866,111331,93.373,0.026,29.453,20.146,0,185.826,9.663,None
32,(ID111331 : ID110981),5,111331,110981,50.975,0.078,29.302,21.787,0,137.301,7.140,None
33,(ID110981 : ID111102),5,110981,111102,23.415,0.130,34.372,20.629,0,93.056,4.839,None
34,(ID111102 : ID111253),5,111102,111253,25.624,0.182,35.474,19.335,0,97.347,5.062,None
35,(ID111253 : ID111413),5,111253,111413,19.157,0.234,35.120,19.114,0,84.172,4.377,None
36,(ID111413 : ID110945),5,111413,110945,21.435,0.286,38.011,20.276,0,89.035,4.630,None
37,(ID110945 : ID111625),5,110945,111625,186.219,0.364,46.266,16.364,0,131.213,13.646,None
38,(ID111625 : ID111696),5,111625,111696,63.536,0.442,55.518,10.882,0,153.288,7.971,None
39,(ID111696 : ID111553),5,111696,111553,15.706,0.494,59.826,6.823,0,76.212,3.963,None
40,(ID111553 : ID111836),5,111553,111836,95.018,0.546,63.091,9.631,0,187.456,9.748,None
41,(ID111836 : ID111770),5,111836,111770,8.306,0.598,64.731,15.402,0,55.422,2.882,None
42,(ID111770 : ID111905),5,111770,111905,0.483,0.650,64.570,16.964,0,13.366,0.695,None
43,(ID110868 : ID111330),6,110868,111330,6.202,0.026,174.798,22.681,0,47.892,2.490,None
44,(ID111330 : ID110983),6,111330,110983,16.069,0.078,171.695,23.292,0,77.088,4.009,None
45,(ID110983 : ID111103),6,110983,111103,2.183,0.130,169.872,23.292,0,28.415,1.478,None
46,(ID111103 : ID111254),6,111103,111254,28.938,0.182,169.408,19.912,0,103.450,5.379,None
47,(ID111254 : ID111411),6,111254,111411,4.767,0.234,168.329,16.341,0,41.988,2.183,None
48,(ID111411 : ID111178),6,111411,111178,0.338,0.312,167.787,15.702,0,5.592,0.582,None
49,(ID111178 : ID111626),6,111178,111626,3.269,0.390,167.162,16.613,0,34.772,1.808,None
50,(ID111626 : ID111698),6,111626,111698,33.362,0.442,167.603,19.906,0,111.077,5.776,None
51,(ID111698 : ID111555),6,111698,111555,91.186,0.494,171.522,18.725,0,183.638,9.549,None
52,(ID111555 : ID111835),6,111555,111835,90.723,0.546,178.638,12.815,0,183.170,9.525,None
53,(ID111835 : ID111769),6,111835,111769,1.034,0.598,182.424,10.741,0,19.559,1.017,None
54,(ID111769 : ID111902),6,111769,111902,39.951,0.650,178.964,9.597,0,121.552,6.321,None
55,(ID111902 : ID111487),6,111902,111487,79.328,0.702,173.757,12.307,0,171.281,8.907,None
56,(ID111487 : ID111980),6,111487,111980,1.898,0.754,171.046,16.663,0,26.492,1.378,None
57,(ID111980 : ID112312),6,111980,112312,14.704,0.806,169.395,18.679,0,73.742,3.835,None
58,(ID112312 : ID112046),6,112312,112046,10.211,0.858,168.779,18.689,0,61.452,3.195,None
59,(ID112046 : ID112504),6,112046,112504,64.014,0.910,170.495,21.036,0,153.863,8.001,None
60,(ID112504 : ID112115),6,112504,112115,5.383,0.962,172.057,25.950,0,44.619,2.320,None
61,(ID112115 : ID112244),6,112115,112244,5.991,1.014,173.172,26.019,0,47.071,2.448,None
62,(ID112244 : ID112181),6,112244,112181,27.480,1.066,176.316,25.928,0,100.811,5.242,None
63,(ID112181 : ID112382),6,112181,112382,22.292,1.118,181.036,27.512,0,90.796,4.721,None
64,(ID112382 : ID112445),6,112382,112445,0.279,1.170,183.060,28.284,0,10.167,0.529,None
65,(ID112445 : ID112568),6,112445,112568,20.312,1.222,181.292,30.049,0,86.671,4.507,None
66,(ID112568 : ID112749),6,112568,112749,28.312,1.274,177.133,32.098,0,102.325,5.321,None
67,(ID112749 : ID112862),6,112749,112862,1.712,1.326,174.357,33.128,0,25.164,1.309,None
68,(ID112862 : ID112687),6,112862,112687,4.366,1.378,174.255,34.810,0,40.181,2.089,None
69,(ID112687 : ID112628),6,112687,112628,8.730,1.430,175.773,35.947,0,56.820,2.955,None
70,(ID112628 : ID112987),6,112628,112987,2.384,1.482,177.489,35.307,0,29.691,1.544,None
71,(ID112987 : ID112804),6,112987,112804,3.783,1.534,176.857,35.002,0,37.402,1.945,None
72,(ID112804 : ID112919),6,112804,112919,0.503,1.586,175.814,35.117,0,13.640,0.709,None
73,(ID112919 : ID113110),6,112919,113110,3.324,1.638,175.820,33.911,0,35.062,1.823,None
74,(ID113110 : ID113244),6,113110,113244,0.149,1.690,176.129,33.154,0,7.422,0.386,None
75,(ID113244 : ID113182),6,113244,113182,8.801,1.742,177.017,34.570,0,57.051,2.967,None
76,(ID113182 : ID113048),6,113182,113048,7.148,1.794,178.916,35.159,0,51.414,2.674,None
77,(ID113048 : ID113367),6,113048,113367,4.462,1.846,180.938,33.882,0,40.623,2.112,None
78,(ID113367 : ID113308),6,113367,113308,11.212,1.898,182.557,31.792,0,64.392,3.348,None
79,(ID113308 : ID113426),6,113308,113426,11.152,1.950,184.764,29.490,0,64.221,3.339,None
80,(ID113426 : ID113485),6,113426,113485,5.831,2.002,186.975,27.739,0,46.438,2.415,None
81,(ID113485 : ID113763),6,113485,113763,11.268,2.054,186.213,27.526,0,64.553,3.357,None
82,(ID113763 : ID113646),6,113763,113646,27.564,2.106,183.171,30.392,0,100.965,5.250,None
83,(ID113646 : ID113705),6,113646,113705,6.791,2.158,181.113,31.330,0,50.113,2.606,None
84,(ID113705 : ID113542),6,113705,113542,43.101,2.210,178.829,27.366,0,126.252,6.565,None
85,(ID113542 : ID113819),6,113542,113819,1.833,2.262,176.402,24.483,0,26.038,1.354,None
86,(ID113819 : ID113591),6,113819,113591,0.782,2.314,175.335,24.181,0,17.009,0.884,None
87,(ID113591 : ID113982),6,113591,113982,23.037,2.366,173.077,25.509,0,92.302,4.800,None
88,(ID113982 : ID114092),6,113982,114092,5.262,2.418,171.920,27.933,0,44.115,2.294,None
89,(ID114092 : ID113928),6,114092,113928,12.476,2.470,172.780,30.599,0,67.927,3.532,None
90,(ID113928 : ID114035),6,113928,114035,125.776,2.522,168.304,29.200,0,215.673,11.215,None
91,(ID114035 : ID113870),6,114035,113870,29.464,2.574,162.012,23.893,0,104.386,5.428,None
92,(ID113870 : ID114149),6,113870,114149,0.085,2.626,160.474,21.665,0,5.608,0.292,None
93,(ID114149 : ID114209),6,114149,114209,10.555,2.678,160.032,23.108,0,62.478,3.249,None
94,(ID114209 : ID114266),6,114209,114266,0.449,2.730,159.424,24.964,0,12.880,0.670,None
95,(ID114266 : ID114388),6,114266,114388,82.492,2.782,162.892,22.416,0,174.664,9.083,None
96,(ID114388 : ID114568),6,114388,114568,46.801,2.834,169.737,18.768,0,131.561,6.841,None
97,(ID114568 : ID114328),6,114568,114328,0.095,2.886,172.916,18.004,0,5.925,0.308,None
98,(ID114328 : ID114448),6,114328,114448,9.568,2.938,173.117,19.515,0,59.486,3.093,None
99,(ID114448 : ID114506),6,114448,114506,59.111,2.990,176.049,18.168,0,147.853,7.688,None
100,(ID114506 : ID114814),6,114506,114814,45.233,3.042,179.611,12.100,0,129.338,6.726,None
101,(ID114814 : ID114683),6,114814,114683,15.783,3.094,179.043,7.644,0,76.400,3.973,None
102,(ID114683 : ID114750),6,114683,114750,47.217,3.146,176.246,3.202,0,132.144,6.871,None
103,(ID110871 : ID111334),7,110871,111334,35.249,0.026,42.861,56.566,0,114.174,5.937,None
104,(ID111334 : ID110993),7,111334,110993,93.402,0.078,38.173,62.793,0,185.855,9.664,None
105,(ID110993 : ID111109),7,110993,111109,44.404,0.130,35.778,70.056,0,128.146,6.664,None
106,(ID111109 : ID111260),7,111109,111260,8.411,0.182,34.930,72.599,0,55.774,2.900,None
107,(ID111260 : ID111419),7,111260,111419,112.100,0.234,38.992,71.907,0,203.610,10.588,None
108,(ID111419 : ID110951),7,111419,110951,3.999,0.286,44.605,71.034,0,38.458,2.000,None
109,(ID110951 : ID111186),7,110951,111186,75.824,0.338,43.751,74.279,0,167.456,8.708,None
110,(ID111186 : ID111635),7,111186,111635,30.008,0.390,44.642,76.672,0,105.345,5.478,None
111,(ID111635 : ID111706),7,111635,111706,62.617,0.442,50.560,73.975,0,152.175,7.913,None
112,(ID111706 : ID111562),7,111706,111562,12.198,0.494,53.001,72.052,0,67.164,3.493,None
113,(ID111562 : ID111843),7,111562,111843,7.269,0.546,52.239,69.846,0,51.849,2.696,None
114,(ID111843 : ID111775),7,111843,111775,11.809,0.598,52.636,66.966,0,66.085,3.436,None
115,(ID111775 : ID111911),7,111775,111911,4.370,0.650,52.773,64.298,0,40.201,2.090,None
116,(ID111911 : ID111493),7,111911,111493,18.337,0.702,55.304,63.241,0,82.349,4.282,None
117,(ID111493 : ID111985),7,111493,111985,18.663,0.754,56.741,61.111,0,83.079,4.320,None
118,(ID111985 : ID112318),7,111985,112318,7.766,0.806,54.719,58.621,0,53.591,2.787,None
119,(ID112318 : ID112050),7,112318,112050,2.130,0.858,54.124,58.253,0,28.067,1.459,None
120,(ID112050 : ID112508),7,112050,112508,55.413,0.910,51.944,56.007,0,143.153,7.444,None
121,(ID112508 : ID112119),7,112508,112119,0.786,0.962,49.383,53.959,0,17.051,0.887,None
122,(ID112119 : ID112248),7,112119,112248,38.438,1.014,51.891,52.017,0,119.228,6.200,None
123,(ID112248 : ID112185),7,112248,112185,14.555,1.066,53.549,47.958,0,73.366,3.815,None
124,(ID112185 : ID112385),7,112185,112385,8.707,1.118,52.358,44.812,0,56.746,2.951,None
125,(ID112385 : ID112448),7,112385,112448,16.389,1.170,49.652,43.639,0,77.853,4.048,None
126,(ID112448 : ID112571),7,112448,112571,18.615,1.222,49.701,44.384,0,82.972,4.315,None
127,(ID112571 : ID112751),7,112571,112751,2.328,1.274,52.460,45.319,0,29.342,1.526,None
128,(ID112751 : ID112690),7,112751,112690,167.174,1.352,46.694,45.331,0,124.323,12.930,None
129,(ID112690 : ID112630),7,112690,112630,3.411,1.430,39.374,45.351,0,35.516,1.847,None
130,(ID112630 : ID112989),7,112630,112989,40.200,1.482,35.529,46.753,0,121.930,6.340,None
131,(ID112989 : ID112806),7,112989,112806,23.438,1.534,33.961,45.861,0,93.102,4.841,None
132,(ID112806 : ID112921),7,112806,112921,17.752,1.586,34.295,42.091,0,81.026,4.213,None
133,(ID112921 : ID113112),7,112921,113112,1.797,1.638,33.850,40.490,0,25.782,1.341,None
134,(ID110870 : ID111332),8,110870,111332,53.679,0.026,42.741,37.662,0,140.897,7.327,None
135,(ID111332 : ID110985),8,111332,110985,8.385,0.078,46.105,34.583,0,55.685,2.896,None
136,(ID110985 : ID111104),8,110985,111104,13.672,0.130,47.018,31.485,0,71.106,3.698,None
137,(ID111104 : ID111255),8,111104,111255,17.785,0.182,46.058,28.716,0,81.099,4.217,None
138,(ID111255 : ID111415),8,111255,111415,16.312,0.234,42.868,29.055,0,77.670,4.039,None
139,(ID111415 : ID110947),8,111415,110947,124.206,0.286,39.362,35.668,0,214.323,11.145,None
140,(ID110947 : ID111181),8,110947,111181,13.379,0.338,39.077,40.651,0,70.341,3.658,None
141,(ID111181 : ID111628),8,111181,111628,60.967,0.390,44.255,38.483,0,150.156,7.808,None
142,(ID111628 : ID111700),8,111628,111700,41.633,0.442,49.304,39.241,0,124.084,6.452,None
143,(ID111700 : ID111558),8,111700,111558,8.629,0.494,49.542,42.214,0,56.491,2.938,None
144,(ID111558 : ID111839),8,111558,111839,42.237,0.546,44.841,42.457,0,124.980,6.499,None
145,(ID111839 : ID111772),8,111839,111772,70.509,0.598,43.502,46.214,0,161.480,8.397,None
146,(ID111772 : ID111908),8,111772,111908,33.798,0.650,43.224,48.040,0,111.800,5.814,None
147,(ID111908 : ID111490),8,111908,111490,6.161,0.702,39.804,46.289,0,47.733,2.482,None
148,(ID111490 : ID111983),8,111490,111983,24.358,0.754,40.319,44.707,0,94.910,4.935,None
149,(ID111983 : ID112316),8,111983,112316,93.894,0.806,46.759,41.763,0,186.344,9.690,None
150,(ID112316 : ID112049),8,112316,112049,45.696,0.858,53.639,43.141,0,129.998,6.760,None
151,(ID112049 : ID112507),8,112049,112507,0.886,0.910,55.442,45.447,0,18.097,0.941,None
152,(ID112507 : ID112118),8,112507,112118,21.855,0.962,57.142,44.118,0,89.902,4.675,None
153,(ID110873 : ID111335),9,110873,111335,7.825,0.026,184.361,59.266,0,53.795,2.797,None
154,(ID111335 : ID110989),9,111335,110989,3.305,0.078,183.877,59.158,0,34.961,1.818,None
155,(ID110989 : ID111106),9,110989,111106,59.829,0.130,181.030,58.329,0,148.748,7.735,None
156,(ID111106 : ID111257),9,111106,111257,5.456,0.182,178.350,56.521,0,44.921,2.336,None
157,(ID111257 : ID111416),9,111257,111416,68.865,0.234,175.369,54.734,0,159.586,8.298,None
158,(ID111416 : ID110949),9,111416,110949,14.074,0.286,172.628,54.964,0,72.145,3.752,None
159,(ID110949 : ID111182),9,110949,111182,33.893,0.338,175.917,58.439,0,111.957,5.822,None
160,(ID111182 : ID111630),9,111182,111630,12.795,0.390,179.139,59.151,0,68.789,3.577,None
161,(ID111630 : ID111701),9,111630,111701,25.941,0.442,179.372,55.430,0,97.946,5.093,None
162,(ID110872 : ID111336),10,110872,111336,49.865,0.026,75.491,58.811,0,135.798,7.061,None
163,(ID111336 : ID110991),10,111336,110991,1.178,0.078,75.331,62.682,0,20.871,1.085,None
164,(ID110991 : ID111107),10,110991,111107,9.545,0.130,73.400,62.732,0,59.412,3.089,None
165,(ID111107 : ID111258),10,111107,111258,28.974,0.182,69.240,61.935,0,103.514,5.383,None
166,(ID111258 : ID111418),10,111258,111418,39.714,0.234,66.300,64.574,0,121.191,6.302,None
167,(ID111418 : ID111183),10,111418,111183,74.271,0.312,62.726,64.916,0,82.866,8.618,None
168,(ID111183 : ID111632),10,111183,111632,19.555,0.390,61.061,63.631,0,85.041,4.422,None
169,(ID110875 : ID111337),11,110875,111337,20.208,0.026,243.025,67.078,0,86.449,4.495,None
170,(ID111337 : ID110995),11,111337,110995,3.990,0.078,245.144,67.802,0,38.414,1.998,None
171,(ID110995 : ID111110),11,110995,111110,72.350,0.130,248.065,70.459,0,163.575,8.506,None
172,(ID111110 : ID111261),11,111110,111261,4.502,0.182,251.434,74.404,0,40.802,2.122,None
173,(ID111261 : ID111420),11,111261,111420,2.271,0.234,252.945,75.360,0,28.977,1.507,None
174,(ID111420 : ID110952),11,111420,110952,6.712,0.286,253.721,74.608,0,49.821,2.591,None
175,(ID110952 : ID111185),11,110952,111185,31.024,0.338,251.544,71.937,0,107.114,5.570,None
176,(ID111185 : ID111633),11,111185,111633,4.641,0.390,248.429,69.727,0,41.427,2.154,None
177,(ID111633 : ID111705),11,111633,111705,24.731,0.442,245.260,69.252,0,95.635,4.973,None
178,(ID111705 : ID111563),11,111705,111563,11.352,0.494,244.404,70.097,0,64.793,3.369,None
179,(ID111563 : ID111842),11,111563,111842,5.043,0.546,245.960,69.482,0,43.184,2.246,None
180,(ID111842 : ID111776),11,111842,111776,10.399,0.598,244.790,69.520,0,62.015,3.225,None
181,(ID111776 : ID111913),11,111776,111913,1.038,0.650,243.322,71.053,0,19.594,1.019,None
182,(ID111913 : ID111495),11,111913,111495,76.179,0.702,245.816,74.737,0,167.848,8.728,None
183,(ID111495 : ID111987),11,111495,111987,70.210,0.754,251.490,74.960,0,161.138,8.379,None
184,(ID111987 : ID112319),11,111987,112319,49.436,0.806,253.124,68.567,0,135.213,7.031,None
185,(ID112319 : ID112053),11,112319,112053,52.721,0.858,248.371,65.992,0,139.633,7.261,None
186,(ID112053 : ID112510),11,112053,112510,1.476,0.910,244.297,66.404,0,23.361,1.215,None
187,(ID112510 : ID112122),11,112510,112122,5.984,0.962,243.791,67.309,0,47.041,2.446,None
188,(ID112122 : ID112251),11,112122,112251,3.962,1.014,244.674,69.012,0,38.278,1.990,None
189,(ID112251 : ID112190),11,112251,112190,10.062,1.066,244.007,69.872,0,61.000,3.172,None
190,(ID110874 : ID111333),12,110874,111333,24.087,0.026,255.394,58.750,0,94.381,4.908,None
191,(ID111333 : ID110987),12,111333,110987,83.980,0.078,258.003,52.336,0,176.232,9.164,None
192,(ID110877 : ID111340),13,110877,111340,0.313,0.026,387.905,87.056,0,10.753,0.559,None
193,(ID111340 : ID110999),13,111340,110999,1.089,0.078,387.997,86.549,0,20.073,1.044,None
194,(ID110999 : ID111114),13,110999,111114,34.073,0.130,389.113,88.973,0,112.254,5.837,None
195,(ID111114 : ID111424),13,111114,111424,3.886,0.208,388.959,91.443,0,18.956,1.971,None
196,(ID111424 : ID110956),13,111424,110956,47.663,0.286,385.963,88.337,0,132.767,6.904,None
197,(ID110879 : ID111338),14,110879,111338,26.631,0.026,215.556,87.166,0,99.240,5.160,None
198,(ID111338 : ID111005),14,111338,111005,29.412,0.078,212.140,87.122,0,104.293,5.423,None
199,(ID111005 : ID111112),14,111005,111112,29.961,0.130,212.096,87.049,0,105.263,5.474,None
200,(ID111112 : ID111263),14,111112,111263,9.815,0.182,212.344,85.243,0,60.246,3.133,None
201,(ID111263 : ID111421),14,111263,111421,16.543,0.234,212.612,84.582,0,78.217,4.067,None
202,(ID111421 : ID110953),14,111421,110953,18.019,0.286,216.225,82.536,0,81.631,4.245,None
203,(ID110953 : ID111187),14,110953,111187,5.171,0.338,219.162,81.455,0,43.728,2.274,None
204,(ID110878 : ID111339),15,110878,111339,11.870,0.026,98.683,87.482,0,66.256,3.445,None
205,(ID111339 : ID111003),15,111339,111003,12.272,0.078,95.666,87.193,0,67.367,3.503,None
206,(ID111003 : ID111113),15,111003,111113,24.876,0.130,96.548,88.061,0,95.915,4.988,None
207,(ID111113 : ID111264),15,111113,111264,58.355,0.182,102.096,90.516,0,146.905,7.639,None
208,(ID111264 : ID111425),15,111264,111425,15.266,0.234,103.241,92.413,0,75.138,3.907,None
209,(ID111425 : ID110957),15,111425,110957,12.569,0.286,100.101,90.745,0,68.179,3.545,None
210,(ID110957 : ID111189),15,110957,111189,32.208,0.338,96.349,88.171,0,109.139,5.675,None
211,(ID111189 : ID111636),15,111189,111636,26.921,0.390,92.255,88.944,0,99.779,5.188,None
212,(ID111636 : ID111708),15,111636,111708,19.904,0.442,92.218,92.632,0,85.796,4.461,None
213,(ID111708 : ID111844),15,111708,111844,134.556,0.520,97.912,90.215,0,111.537,11.600,None
214,(ID111844 : ID111778),15,111844,111778,9.601,0.598,101.346,84.809,0,59.588,3.099,None
215,(ID111778 : ID111916),15,111778,111916,106.330,0.650,95.511,84.151,0,198.301,10.312,None
216,(ID111916 : ID111497),15,111916,111497,5.247,0.702,89.346,85.300,0,44.051,2.291,None
217,(ID111497 : ID111992),15,111497,111992,2.211,0.754,88.705,86.354,0,28.592,1.487,None
218,(ID111992 : ID112321),15,111992,112321,215.937,0.806,93.224,80.873,0,282.592,14.695,None
219,(ID112321 : ID112054),15,112321,112054,28.144,0.858,99.483,73.234,0,102.022,5.305,None
220,(ID112054 : ID112511),15,112054,112511,10.947,0.910,103.202,72.234,0,63.627,3.309,None
221,(ID112511 : ID112123),15,112511,112123,0.915,0.962,104.780,72.300,0,18.393,0.956,None
222,(ID112123 : ID112252),15,112123,112252,31.608,1.014,107.538,71.210,0,108.116,5.622,None
223,(ID112252 : ID112188),15,112252,112188,49.287,1.066,113.607,69.473,0,135.009,7.020,None
224,(ID112188 : ID112388),15,112188,112388,10.843,1.118,115.286,68.372,0,63.324,3.293,None
225,(ID112388 : ID112451),15,112388,112451,2.895,1.170,113.477,69.230,0,32.719,1.701,None
226,(ID112451 : ID112573),15,112451,112573,51.111,1.222,111.147,67.222,0,137.485,7.149,None
227,(ID112573 : ID112755),15,112573,112755,13.676,1.274,110.756,64.891,0,71.116,3.698,None
228,(ID112755 : ID112867),15,112755,112867,4.018,1.326,112.837,64.448,0,38.547,2.004,None
229,(ID112867 : ID112694),15,112867,112694,15.736,1.378,115.110,63.726,0,76.287,3.967,None
230,(ID112694 : ID112634),15,112694,112634,14.159,1.430,118.685,62.978,0,72.362,3.763,None
231,(ID110881 : ID111342),16,110881,111342,1.461,0.026,61.866,95.361,0,23.244,1.209,None
232,(ID111342 : ID111007),16,111342,111007,22.271,0.078,59.279,94.715,0,90.754,4.719,None
233,(ID111007 : ID111118),16,111007,111118,59.259,0.130,57.822,98.370,0,148.038,7.698,None
234,(ID111118 : ID111268),16,111118,111268,4.177,0.182,57.736,102.371,0,39.302,2.044,None
235,(ID111268 : ID111427),16,111268,111427,34.597,0.234,53.897,101.908,0,113.114,5.882,None
236,(ID111427 : ID110959),16,111427,110959,136.013,0.286,45.615,99.061,0,224.278,11.662,None
237,(ID110959 : ID111191),16,110959,111191,3.300,0.338,40.539,96.100,0,34.933,1.817,None
238,(ID111191 : ID111637),16,111191,111637,1.219,0.390,41.129,94.765,0,21.230,1.104,None
239,(ID111637 : ID111707),16,111637,111707,0.358,0.442,41.069,94.223,0,11.514,0.599,None
240,(ID111707 : ID111565),16,111707,111565,40.679,0.494,41.196,91.019,0,122.654,6.378,None
241,(ID111565 : ID111846),16,111565,111846,5.124,0.546,41.153,88.890,0,43.529,2.264,None
242,(ID111846 : ID111780),16,111846,111780,5.834,0.598,40.145,91.000,0,46.447,2.415,None
243,(ID111780 : ID111918),16,111780,111918,83.704,0.650,35.292,93.612,0,175.942,9.149,None
244,(ID111918 : ID111499),16,111918,111499,11.620,0.702,30.752,96.834,0,65.555,3.409,None
245,(ID111499 : ID111993),16,111499,111993,17.893,0.754,29.121,100.108,0,81.347,4.230,None
246,(ID111993 : ID112324),16,111993,112324,6.333,0.806,26.962,100.689,0,48.395,2.517,None
247,(ID112324 : ID112060),16,112324,112060,58.961,0.858,28.310,102.894,0,147.666,7.679,None
248,(ID112060 : ID112516),16,112060,112516,19.609,0.910,31.689,107.917,0,85.158,4.428,None
249,(ID112516 : ID112128),16,112516,112128,10.871,0.962,31.764,108.594,0,63.407,3.297,None
250,(ID112128 : ID112256),16,112128,112256,19.078,1.014,29.553,105.526,0,83.997,4.368,None
251,(ID112256 : ID112194),16,112256,112194,20.977,1.066,27.345,101.637,0,88.078,4.580,None
252,(ID112194 : ID112393),16,112194,112393,18.229,1.118,26.061,101.815,0,82.108,4.270,None
253,(ID112393 : ID112454),16,112393,112454,0.937,1.170,26.284,103.581,0,18.617,0.968,None
254,(ID112454 : ID112576),16,112454,112576,5.572,1.222,27.635,102.647,0,45.396,2.361,None
255,(ID112576 : ID112758),16,112576,112758,53.573,1.274,31.807,100.195,0,140.757,7.319,None
256,(ID112758 : ID112869),16,112758,112869,129.071,1.326,29.573,96.463,0,218.480,11.361,None
257,(ID112869 : ID112697),16,112869,112697,53.809,1.378,21.240,96.777,0,141.067,7.335,None
258,(ID112697 : ID112637),16,112697,112637,16.629,1.430,19.718,97.498,0,78.421,4.078,None
259,(ID112637 : ID112994),16,112637,112994,11.911,1.482,22.239,94.709,0,66.370,3.451,None
260,(ID112994 : ID112929),16,112994,112929,117.189,1.560,27.657,96.599,0,104.090,10.825,None
261,(ID112929 : ID113121),16,112929,113121,24.164,1.638,33.953,101.322,0,94.532,4.916,None
262,(ID113121 : ID113253),16,113121,113253,0.059,1.690,35.945,102.693,0,4.658,0.242,None
263,(ID113253 : ID113190),16,113253,113190,18.243,1.742,34.290,101.270,0,82.138,4.271,None
264,(ID113190 : ID113057),16,113190,113057,25.482,1.794,31.314,102.134,0,97.077,5.048,None
265,(ID113057 : ID113374),16,113057,113374,55.051,1.846,26.331,103.986,0,142.685,7.420,None
266,(ID113374 : ID113315),16,113374,113315,91.701,1.898,27.314,102.650,0,184.156,9.576,None
267,(ID113315 : ID113432),16,113315,113432,8.081,1.950,32.326,100.251,0,54.668,2.843,None
268,(ID113432 : ID113492),16,113432,113492,219.898,2.002,40.072,99.002,0,285.172,14.829,None
269,(ID113492 : ID113770),16,113492,113770,1.866,2.054,46.803,99.110,0,26.269,1.366,None
270,(ID113770 : ID113655),16,113770,113655,115.459,2.106,40.757,99.410,0,206.638,10.745,None
271,(ID113655 : ID113714),16,113655,113714,22.161,2.158,36.156,97.508,0,90.531,4.708,None
272,(ID113714 : ID113549),16,113714,113549,15.864,2.210,35.206,94.265,0,76.595,3.983,None
273,(ID113549 : ID113827),16,113549,113827,1.000,2.262,33.625,92.765,0,19.231,1.000,None
274,(ID113827 : ID113599),16,113827,113599,33.905,2.314,35.718,94.433,0,111.976,5.823,None
275,(ID113599 : ID113991),16,113599,113991,43.222,2.366,36.916,99.781,0,126.430,6.574,None
276,(ID113991 : ID114103),16,113991,114103,9.144,2.418,35.805,104.450,0,58.152,3.024,None
277,(ID114103 : ID113936),16,114103,113936,4.178,2.470,36.269,105.299,0,39.310,2.044,None
