 ,Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
30,(ID172324 : ID172255),0,172324,172255,4.918,1.534,236.680,240.087,0,42.645,2.218,None
31,(ID172255 : ID172196),0,172255,172196,6.513,1.586,236.720,242.249,0,49.077,2.552,None
32,(ID172196 : ID172602),0,172196,172602,3.189,1.638,237.268,244.306,0,34.341,1.786,None
33,(ID172602 : ID172466),0,172602,172466,0.799,1.690,237.675,245.432,0,17.187,0.894,None
34,(ID172466 : ID172535),0,172466,172535,3.011,1.742,238.648,246.299,0,33.367,1.735,None
35,(ID172535 : ID172669),0,172535,172669,6.298,1.794,238.134,246.342,0,48.262,2.510,None
36,(ID172669 : ID172862),0,172669,172862,0.764,1.846,237.428,245.576,0,16.805,0.874,None
37,(ID172862 : ID172797),0,172862,172797,5.193,1.898,236.903,244.737,0,43.822,2.279,None
38,(ID172797 : ID172928),0,172797,172928,2.305,1.950,235.219,244.083,0,29.198,1.518,None
39,(ID172928 : ID172733),0,172928,172733,1.280,2.002,234.038,243.717,0,21.753,1.131,None
40,(ID172733 : ID173120),0,172733,173120,0.399,2.054,233.716,243.640,0,12.147,0.632,None
41,(ID173120 : ID172991),0,173120,172991,4.147,2.106,234.651,244.522,0,39.164,2.037,None
42,(ID172991 : ID173057),0,172991,173057,3.077,2.158,235.106,245.894,0,33.734,1.754,None
43,(ID173057 : ID173252),0,173057,173252,0.239,2.210,234.482,246.655,0,9.394,0.488,None
44,(ID173252 : ID173440),0,173252,173440,2.470,2.262,233.578,246.204,0,30.222,1.572,None
45,(ID173440 : ID173182),0,173440,173182,4.660,2.314,231.916,245.372,0,41.513,2.159,None
46,(ID173182 : ID173375),0,173182,173375,0.652,2.366,231.154,244.637,0,15.528,0.807,None
47,(ID173375 : ID173314),0,173375,173314,0.115,2.418,231.536,244.399,0,6.523,0.339,None
48,(ID173314 : ID173558),0,173314,173558,0.583,2.470,231.757,244.861,0,14.678,0.763,None
49,(ID173558 : ID173502),0,173558,173502,0.763,2.522,231.765,244.804,0,16.793,0.873,None
50,(ID173502 : ID173620),0,173502,173620,1.358,2.574,232.029,244.851,0,22.410,1.165,None
51,(ID173620 : ID173748),0,173620,173748,8.967,2.626,233.326,246.475,0,57.586,2.994,None
52,(ID173748 : ID173683),0,173748,173683,13.263,2.678,235.295,249.139,0,70.036,3.642,None
53,(ID173683 : ID173879),0,173683,173879,0.700,2.730,235.994,250.372,0,16.086,0.836,None
54,(ID173879 : ID173947),0,173879,173947,0.063,2.782,235.778,250.174,0,4.826,0.251,None
55,(ID173947 : ID173811),0,173947,173811,1.996,2.834,235.434,250.818,0,27.167,1.413,None
56,(ID173811 : ID174012),0,173811,174012,5.593,2.886,234.026,252.046,0,45.479,2.365,None
57,(ID174012 : ID174137),0,174012,174137,4.182,2.938,234.073,252.648,0,39.329,2.045,None
58,(ID174137 : ID174253),0,174137,174253,2.356,2.990,235.705,253.042,0,29.520,1.535,None
59,(ID174253 : ID174194),0,174253,174194,0.529,3.042,236.497,253.189,0,13.984,0.727,None
60,(ID174194 : ID174073),0,174194,174073,1.671,3.094,237.300,253.046,0,24.861,1.293,None
61,(ID174073 : ID174379),0,174073,174379,1.865,3.146,237.521,253.770,0,26.262,1.366,None
62,(ID174379 : ID174314),0,174379,174314,0.927,3.198,236.646,254.236,0,18.515,0.963,None
63,(ID174314 : ID174508),0,174314,174508,19.287,3.276,237.489,252.394,0,42.227,4.392,None
64,(ID174508 : ID174625),0,174508,174625,8.894,3.354,237.398,251.126,0,57.352,2.982,None
65,(ID174625 : ID174877),0,174625,174877,1.370,3.406,236.132,252.184,0,22.507,1.170,None
66,(ID174877 : ID174932),0,174877,174932,10.972,3.458,235.956,254.376,0,63.699,3.312,None
67,(ID174932 : ID174570),0,174932,174570,30.211,3.510,234.615,258.553,0,105.700,5.496,None
68,(ID174570 : ID174811),0,174570,174811,0.688,3.562,233.320,260.791,0,15.949,0.829,None
69,(ID174811 : ID174685),0,174811,174685,1.589,3.614,233.445,260.968,0,24.243,1.261,None
70,(ID174685 : ID174749),0,174685,174749,3.360,3.666,233.463,260.623,0,35.251,1.833,None
71,(ID174749 : ID174990),0,174749,174990,4.216,3.718,232.131,260.169,0,39.487,2.053,None
72,(ID174990 : ID175230),0,174990,175230,1.402,3.770,231.581,260.117,0,22.774,1.184,None
73,(ID175230 : ID175047),0,175230,175047,4.803,3.822,232.137,260.769,0,42.147,2.192,None
74,(ID175047 : ID175107),0,175047,175107,12.879,3.874,230.780,260.882,0,69.014,3.589,None
75,(ID175107 : ID175286),0,175107,175286,1.348,3.926,229.541,260.424,0,22.326,1.161,None
76,(ID175286 : ID175351),0,175286,175351,5.400,3.978,230.946,260.700,0,44.689,2.324,None
77,(ID175351 : ID175166),0,175351,175166,0.096,4.030,232.235,260.429,0,5.952,0.310,None
78,(ID175166 : ID175415),0,175166,175415,3.089,4.082,231.978,261.175,0,33.802,1.758,None
79,(ID175415 : ID175539),0,175415,175539,7.400,4.134,230.838,260.806,0,52.312,2.720,None
80,(ID175539 : ID175660),0,175539,175660,10.536,4.186,229.509,258.151,0,62.423,3.246,None
81,(ID175660 : ID175779),0,175660,175779,1.059,4.238,229.268,256.272,0,19.785,1.029,None
82,(ID175779 : ID175478),0,175779,175478,2.052,4.290,230.215,256.307,0,27.548,1.432,None
83,(ID175478 : ID175901),0,175478,175901,2.917,4.342,229.976,256.508,0,32.842,1.708,None
84,(ID175901 : ID175601),0,175901,175601,3.439,4.394,229.298,255.388,0,35.662,1.854,None
85,(ID175601 : ID175840),0,175601,175840,2.730,4.446,230.235,254.726,0,31.774,1.652,None
86,(ID175840 : ID175721),0,175840,175721,0.653,4.498,230.648,254.825,0,15.542,0.808,None
87,(ID175721 : ID175961),0,175721,175961,0.208,4.550,230.052,254.622,0,8.766,0.456,None
88,(ID175961 : ID176019),0,175961,176019,2.507,4.602,229.408,253.903,0,30.449,1.583,None
89,(ID176019 : ID176191),0,176019,176191,0.902,4.654,229.030,252.760,0,18.267,0.950,None
90,(ID176191 : ID176074),0,176191,176074,11.474,4.706,227.388,252.114,0,65.140,3.387,None
91,(ID176074 : ID176308),0,176074,176308,5.291,4.758,225.421,250.827,0,44.236,2.300,None
92,(ID176308 : ID176424),0,176308,176424,3.419,4.810,224.463,250.343,0,35.561,1.849,None
93,(ID176424 : ID176131),0,176424,176131,8.005,4.862,224.805,249.992,0,54.409,2.829,None
94,(ID176131 : ID176248),0,176131,176248,7.792,4.914,226.845,248.059,0,53.682,2.791,None
95,(ID176248 : ID176363),0,176248,176363,5.507,4.966,229.028,247.264,0,45.130,2.347,None
96,(ID176363 : ID176488),0,176363,176488,2.536,5.018,230.125,248.216,0,30.625,1.593,None
97,(ID176488 : ID176545),0,176488,176545,1.251,5.070,229.854,249.529,0,21.509,1.118,None
98,(ID176545 : ID176831),0,176545,176831,7.788,5.122,230.669,249.099,0,53.668,2.791,None
99,(ID176831 : ID176718),0,176831,176718,0.816,5.174,231.708,247.698,0,17.369,0.903,None
100,(ID176718 : ID176776),0,176718,176776,10.133,5.226,231.125,245.772,0,61.215,3.183,None
101,(ID176776 : ID176663),0,176776,176663,0.154,5.278,230.566,244.490,0,7.539,0.392,None
102,(ID176663 : ID176604),0,176663,176604,0.462,5.330,230.297,244.826,0,13.071,0.680,None
103,(ID176604 : ID176949),0,176604,176949,0.366,5.382,229.828,244.714,0,11.631,0.605,None
104,(ID176949 : ID176888),0,176949,176888,3.898,5.434,230.274,243.681,0,37.969,1.974,None
105,(ID176888 : ID177009),0,176888,177009,1.816,5.486,230.622,243.525,0,25.914,1.348,None
106,(ID177009 : ID177118),0,177009,177118,0.878,5.538,230.318,243.680,0,18.024,0.937,None
107,(ID177118 : ID177067),0,177118,177067,0.082,5.590,230.307,243.075,0,5.496,0.286,None
108,(ID177067 : ID177399),0,177067,177399,4.095,5.642,231.163,243.526,0,38.915,2.024,None
109,(ID177399 : ID177342),0,177399,177342,0.826,5.694,231.782,244.522,0,17.474,0.909,None
110,(ID177342 : ID177233),0,177342,177233,0.054,5.746,231.505,244.838,0,4.477,0.233,None
111,(ID177233 : ID177172),0,177233,177172,0.225,5.798,231.309,244.545,0,9.124,0.474,None
112,(ID177172 : ID177454),0,177172,177454,5.853,5.850,230.714,245.454,0,46.525,2.419,None
113,(ID177454 : ID177517),0,177454,177517,1.790,5.902,230.910,246.552,0,25.730,1.338,None
114,(ID177517 : ID177288),0,177517,177288,3.230,5.954,231.125,247.313,0,34.561,1.797,None
115,(ID177288 : ID177574),0,177288,177574,3.041,6.006,229.819,248.273,0,33.538,1.744,None
116,(ID177574 : ID177673),0,177574,177673,2.365,6.058,228.705,249.181,0,29.576,1.538,None
117,(ID177673 : ID177625),0,177673,177625,1.916,6.110,229.114,250.070,0,26.617,1.384,None
118,(ID177625 : ID177844),0,177625,177844,7.072,6.162,230.034,251.542,0,51.140,2.659,None
119,(ID177844 : ID177787),0,177844,177787,7.603,6.214,229.256,253.770,0,53.027,2.757,None
120,(ID177787 : ID177909),0,177787,177909,8.615,6.266,227.627,256.030,0,56.444,2.935,None
121,(ID177909 : ID177733),0,177909,177733,0.163,6.318,227.202,257.462,0,7.766,0.404,None
122,(ID177733 : ID177970),0,177733,177970,13.421,6.370,228.895,256.527,0,70.452,3.663,None
123,(ID177970 : ID178020),0,177970,178020,6.512,6.422,231.072,254.406,0,49.074,2.552,None
124,(ID178020 : ID178119),0,178020,178119,2.486,6.474,232.458,253.003,0,30.323,1.577,None
125,(ID178119 : ID178068),0,178119,178068,2.084,6.526,232.474,252.549,0,27.765,1.444,None
126,(ID178068 : ID178347),0,178068,178347,0.999,6.578,231.323,252.640,0,19.221,0.999,None
127,(ID178347 : ID178181),0,178347,178181,7.951,6.630,232.228,253.287,0,54.226,2.820,None
128,(ID178181 : ID178238),0,178181,178238,2.810,6.682,232.762,253.903,0,32.236,1.676,None
129,(ID178238 : ID178408),0,178238,178408,4.459,6.734,231.011,254.591,0,40.607,2.112,None
130,(ID178408 : ID178526),0,178408,178526,1.455,6.786,229.512,254.858,0,23.198,1.206,None
131,(ID178526 : ID178579),0,178526,178579,0.759,6.838,228.747,254.254,0,16.753,0.871,None
132,(ID178579 : ID178295),0,178579,178295,1.131,6.890,228.809,253.407,0,20.451,1.063,None
133,(ID178295 : ID178630),0,178295,178630,6.294,6.942,229.036,251.691,0,48.247,2.509,None
134,(ID178630 : ID178468),0,178630,178468,4.069,6.994,229.967,250.718,0,38.791,2.017,None
135,(ID178468 : ID178693),0,178468,178693,1.522,7.046,230.781,251.594,0,23.727,1.234,None
136,(ID178693 : ID178754),0,178693,178754,2.739,7.098,230.026,252.762,0,31.827,1.655,None
137,(ID178754 : ID178933),0,178754,178933,1.418,7.150,229.018,253.766,0,22.903,1.191,None
138,(ID178933 : ID178817),0,178933,178817,15.242,7.202,227.236,255.586,0,75.080,3.904,None
139,(ID178817 : ID178875),0,178817,178875,0.290,7.254,225.593,256.963,0,10.359,0.539,None
140,(ID178875 : ID178991),0,178875,178991,1.901,7.306,225.263,256.265,0,26.513,1.379,None
141,(ID178991 : ID179098),0,178991,179098,24.578,7.358,222.867,256.410,0,95.338,4.958,None
142,(ID179098 : ID179043),0,179098,179043,14.033,7.410,219.223,258.581,0,72.039,3.746,None
143,(ID179043 : ID179150),0,179043,179150,1.211,7.462,217.602,259.467,0,21.165,1.101,None
144,(ID179150 : ID179262),0,179150,179262,0.975,7.514,216.825,259.178,0,18.987,0.987,None
145,(ID179262 : ID179320),0,179262,179320,0.140,7.566,216.173,259.328,0,7.199,0.374,None
146,(ID179320 : ID179376),0,179320,179376,2.440,7.618,216.337,260.009,0,30.037,1.562,None
147,(ID179376 : ID179208),0,179376,179208,4.500,7.670,216.829,259.656,0,40.796,2.121,None
148,(ID179208 : ID179525),0,179208,179525,13.320,7.722,215.848,257.166,0,70.185,3.650,None
149,(ID179525 : ID179429),0,179525,179429,4.557,7.774,214.209,254.792,0,41.054,2.135,None
150,(ID179429 : ID179477),0,179429,179477,0.705,7.826,213.293,253.728,0,16.146,0.840,None
151,(ID179477 : ID179576),0,179477,179576,7.880,7.878,211.863,254.550,0,53.983,2.807,None
152,(ID179576 : ID179790),0,179576,179790,6.474,7.930,210.897,254.232,0,48.932,2.544,None
153,(ID179790 : ID179845),0,179790,179845,4.969,7.982,211.314,254.018,0,42.867,2.229,None
154,(ID179845 : ID179679),0,179845,179679,4.821,8.034,211.094,254.139,0,42.225,2.196,None
155,(ID179679 : ID179736),0,179679,179736,7.111,8.086,210.204,251.908,0,51.281,2.667,None
156,(ID179736 : ID179626),0,179736,179626,2.516,8.138,209.361,251.206,0,30.502,1.586,None
157,(ID179626 : ID179896),0,179626,179896,0.078,8.190,208.845,251.661,0,5.369,0.279,None
158,(ID179896 : ID179943),0,179896,179943,2.580,8.242,208.156,251.126,0,30.887,1.606,None
159,(ID179943 : ID180153),0,179943,180153,2.109,8.294,207.080,250.110,0,27.925,1.452,None
160,(ID180153 : ID180044),0,180153,180044,6.016,8.346,206.239,250.624,0,47.168,2.453,None
161,(ID180044 : ID179992),0,180044,179992,0.676,8.398,206.177,251.846,0,15.809,0.822,None
162,(ID179992 : ID180206),0,179992,180206,6.741,8.450,205.927,250.809,0,49.931,2.596,None
163,(ID180206 : ID180099),0,180206,180099,0.672,8.502,205.033,250.017,0,15.759,0.819,None
164,(ID180099 : ID180261),0,180099,180261,3.689,8.554,205.486,251.010,0,36.934,1.921,None
165,(ID180261 : ID180407),0,180261,180407,1.306,8.606,206.123,252.240,0,21.975,1.143,None
166,(ID180407 : ID180309),0,180407,180309,1.831,8.658,206.606,252.402,0,26.023,1.353,None
167,(ID180309 : ID180456),0,180309,180456,0.411,8.710,207.202,251.680,0,12.324,0.641,None
168,(ID180456 : ID180359),0,180456,180359,8.869,8.762,207.376,252.849,0,57.272,2.978,None
169,(ID180359 : ID180619),0,180359,180619,0.775,8.814,207.111,254.119,0,16.930,0.880,None
170,(ID180619 : ID180561),0,180619,180561,0.078,8.866,206.596,253.956,0,5.359,0.279,None
171,(ID180561 : ID180504),0,180561,180504,4.426,8.918,207.459,253.659,0,40.459,2.104,None
172,(ID180504 : ID180675),0,180504,180675,1.998,8.970,208.430,252.605,0,27.185,1.414,None
173,(ID180675 : ID180768),0,180675,180768,0.696,9.022,208.250,251.513,0,16.040,0.834,None
174,(ID180768 : ID180727),0,180768,180727,5.498,9.074,208.504,250.029,0,45.090,2.345,None
175,(ID180727 : ID180814),0,180727,180814,1.348,9.126,208.803,249.501,0,22.325,1.161,None
176,(ID180814 : ID180860),0,180814,180860,2.289,9.178,209.027,249.393,0,29.096,1.513,None
177,(ID180860 : ID180965),0,180860,180965,4.005,9.230,208.681,247.985,0,38.485,2.001,None
178,(ID180965 : ID180909),0,180965,180909,0.079,9.282,208.129,247.202,0,5.405,0.281,None
179,(ID180909 : ID181075),0,180909,181075,7.778,9.334,206.869,247.052,0,53.632,2.789,None
180,(ID181075 : ID181017),0,181075,181017,0.247,9.386,205.493,246.707,0,9.566,0.497,None
181,(ID181017 : ID181169),0,181017,181169,8.333,9.438,206.911,246.121,0,55.513,2.887,None
182,(ID181169 : ID181120),0,181169,181120,8.958,9.490,206.837,246.021,0,57.557,2.993,None
183,(ID181120 : ID181219),0,181120,181219,4.966,9.542,206.308,246.843,0,42.853,2.228,None
184,(ID181219 : ID181316),0,181219,181316,7.875,9.594,208.172,248.492,0,53.966,2.806,None
185,(ID181316 : ID181268),0,181316,181268,2.156,9.646,209.302,250.257,0,28.238,1.468,None
186,(ID181268 : ID181368),0,181268,181368,5.615,9.698,210.342,251.808,0,45.571,2.370,None
187,(ID181368 : ID181420),0,181368,181420,1.131,9.750,211.665,252.468,0,20.455,1.064,None
188,(ID181420 : ID181510),0,181420,181510,1.531,9.802,212.529,251.780,0,23.794,1.237,None
189,(ID181510 : ID181560),0,181510,181560,7.390,9.854,212.494,249.984,0,52.278,2.718,None
190,(ID181560 : ID181665),0,181560,181665,1.491,9.906,211.577,248.358,0,23.482,1.221,None
191,(ID181665 : ID181462),0,181665,181462,1.605,9.958,211.350,247.466,0,24.362,1.267,None
192,(ID181462 : ID181808),0,181462,181808,7.134,10.010,210.450,246.291,0,51.364,2.671,None
193,(ID181808 : ID181712),0,181808,181712,0.531,10.062,209.226,245.317,0,14.016,0.729,None
194,(ID181712 : ID181760),0,181712,181760,0.790,10.114,208.999,245.357,0,17.097,0.889,None
195,(ID181760 : ID181613),0,181760,181613,2.131,10.166,208.883,246.485,0,28.076,1.460,None
196,(ID181613 : ID181854),0,181613,181854,4.973,10.218,207.879,246.928,0,42.887,2.230,None
197,(ID181854 : ID182044),0,181854,182044,0.998,10.270,207.066,247.068,0,19.207,0.999,None
198,(ID182044 : ID181995),0,182044,181995,4.474,10.322,206.275,247.519,0,40.676,2.115,None
199,(ID181995 : ID181902),0,181995,181902,1.907,10.374,205.173,246.859,0,26.555,1.381,None
200,(ID181902 : ID181948),0,181902,181948,1.003,10.426,205.628,246.192,0,19.260,1.002,None
201,(ID181948 : ID182191),0,181948,182191,0.672,10.478,206.059,246.619,0,15.769,0.820,None
202,(ID182191 : ID182146),0,182191,182146,8.335,10.530,205.155,248.201,0,55.520,2.887,None
203,(ID182146 : ID182098),0,182146,182098,1.688,10.582,204.707,249.901,0,24.983,1.299,None
204,(ID182098 : ID182245),0,182098,182245,0.503,10.634,204.870,250.147,0,13.641,0.709,None
205,(ID182245 : ID182293),0,182245,182293,0.053,10.686,204.551,249.936,0,4.427,0.230,None
206,(ID182293 : ID182344),0,182293,182344,1.112,10.738,204.472,249.472,0,20.283,1.055,None
207,(ID182344 : ID182435),0,182344,182435,0.102,10.790,204.621,249.034,0,6.127,0.319,None
208,(ID182435 : ID182480),0,182435,182480,1.818,10.842,204.720,249.797,0,25.926,1.348,None
209,(ID182480 : ID182516),0,182480,182516,1.248,10.894,205.242,250.417,0,21.481,1.117,None
210,(ID182516 : ID182391),0,182516,182391,0.633,10.946,205.430,250.515,0,15.297,0.795,None
211,(ID182391 : ID182561),0,182391,182561,0.339,10.998,204.784,250.578,0,11.193,0.582,None
212,(ID182561 : ID182715),0,182561,182715,0.043,11.050,204.608,250.474,0,3.968,0.206,None
213,(ID182715 : ID182666),0,182715,182666,5.938,11.102,205.343,251.496,0,46.862,2.437,None
214,(ID182666 : ID182614),0,182666,182614,1.231,11.154,206.504,252.365,0,21.334,1.109,None
215,(ID182614 : ID182767),0,182614,182767,4.681,11.206,208.113,252.222,0,41.605,2.163,None
216,(ID182767 : ID182904),0,182767,182904,0.585,11.258,208.878,252.463,0,14.705,0.765,None
217,(ID182904 : ID183000),0,182904,183000,6.351,11.336,209.507,253.510,0,24.232,2.520,None
218,(ID183000 : ID182863),0,183000,182863,3.132,11.414,210.391,253.460,0,34.034,1.770,None
219,(ID182863 : ID182953),0,182863,182953,1.099,11.466,210.408,253.095,0,20.156,1.048,None
220,(ID182953 : ID183105),0,182953,183105,10.325,11.518,209.356,254.754,0,61.793,3.213,None
221,(ID183105 : ID183052),0,183105,183052,0.794,11.570,208.016,255.501,0,17.135,0.891,None
222,(ID183052 : ID183256),0,183052,183256,3.644,11.622,207.555,254.187,0,36.711,1.909,None
223,(ID183256 : ID183155),0,183256,183155,1.403,11.674,207.292,252.674,0,22.782,1.185,None
224,(ID183155 : ID183206),0,183155,183206,1.035,11.726,206.812,251.885,0,19.566,1.017,None
225,(ID183206 : ID183304),0,183206,183304,1.989,11.778,205.742,251.318,0,27.119,1.410,None
226,(ID183304 : ID183345),0,183304,183345,3.035,11.830,205.776,250.352,0,33.503,1.742,None
227,(ID183345 : ID183439),0,183345,183439,2.922,11.882,207.156,250.174,0,32.871,1.709,None
228,(ID183439 : ID183389),0,183439,183389,11.127,11.934,208.148,252.241,0,64.148,3.336,None
229,(ID183389 : ID183491),0,183389,183491,5.045,11.986,209.069,254.789,0,43.196,2.246,None
230,(ID183491 : ID183595),0,183491,183595,2.441,12.038,209.829,254.911,0,30.046,1.562,None
231,(ID183595 : ID183543),0,183595,183543,3.910,12.090,210.808,253.709,0,38.024,1.977,None
232,(ID183543 : ID183695),0,183543,183695,1.511,12.142,211.472,253.855,0,23.638,1.229,None
233,(ID183695 : ID183647),0,183695,183647,2.347,12.194,211.504,255.146,0,29.464,1.532,None
234,(ID183647 : ID183793),0,183647,183793,3.265,12.246,211.484,256.726,0,34.750,1.807,None
235,(ID183793 : ID183838),0,183793,183838,0.151,12.298,211.174,257.394,0,7.466,0.388,None
236,(ID183838 : ID183992),0,183838,183992,4.880,12.350,211.489,256.153,0,42.481,2.209,None
237,(ID183992 : ID183888),0,183992,183888,0.481,12.402,211.500,255.015,0,13.340,0.694,None
238,(ID183888 : ID183742),0,183888,183742,1.628,12.454,211.791,254.805,0,24.536,1.276,None
239,(ID183742 : ID184043),0,183742,184043,10.198,12.506,213.278,256.028,0,61.411,3.193,None
240,(ID184043 : ID184095),0,184043,184095,5.413,12.584,214.079,258.535,0,22.371,2.327,None
241,(ID184095 : ID184183),0,184095,184183,0.645,12.662,214.199,259.337,0,15.449,0.803,None
242,(ID184183 : ID184139),0,184183,184139,9.934,12.714,213.178,257.956,0,60.613,3.152,None
243,(ID184139 : ID184284),0,184139,184284,0.468,12.766,212.320,256.949,0,13.149,0.684,None
244,(ID184284 : ID184231),0,184284,184231,3.752,12.818,213.609,256.765,0,37.249,1.937,None
245,(ID184231 : ID184390),0,184231,184390,1.849,12.870,215.027,257.057,0,26.146,1.360,None
246,(ID184390 : ID184334),0,184390,184334,5.531,12.922,214.886,258.552,0,45.227,2.352,None
247,(ID184334 : ID184487),0,184334,184487,0.170,12.974,214.422,259.701,0,7.919,0.412,None
248,(ID184487 : ID184542),0,184487,184542,1.658,13.026,214.868,259.275,0,24.763,1.288,None
249,(ID184542 : ID184442),0,184542,184442,3.279,13.078,214.367,258.280,0,34.821,1.811,None
250,(ID184442 : ID184679),0,184442,184679,0.344,13.130,213.837,257.740,0,11.282,0.587,None
251,(ID184679 : ID184587),0,184679,184587,12.822,13.182,212.879,256.322,0,68.862,3.581,None
252,(ID184587 : ID184634),0,184587,184634,2.371,13.234,210.888,255.122,0,29.611,1.540,None
253,(ID184634 : ID184726),0,184634,184726,0.942,13.286,209.720,254.957,0,18.667,0.971,None
254,(ID184726 : ID184776),0,184726,184776,5.881,13.338,209.133,253.490,0,46.638,2.425,None
255,(ID184776 : ID184830),0,184776,184830,0.680,13.390,208.717,251.950,0,15.856,0.824,None
256,(ID184830 : ID184883),0,184830,184883,12.206,13.442,208.961,253.291,0,67.186,3.494,None
257,(ID184883 : ID184979),0,184883,184979,4.692,13.494,208.392,255.256,0,41.656,2.166,None
258,(ID184979 : ID184932),0,184979,184932,6.178,13.546,206.265,254.929,0,47.798,2.485,None
259,(ID184932 : ID185075),0,184932,185075,1.909,13.598,205.805,254.618,0,26.572,1.382,None
260,(ID185075 : ID185178),0,185075,185178,0.551,13.650,206.705,255.164,0,14.275,0.742,None
261,(ID185178 : ID185125),0,185178,185125,0.833,13.702,207.440,255.395,0,17.550,0.913,None
262,(ID185125 : ID185029),0,185125,185029,0.280,13.754,208.147,255.464,0,10.182,0.529,None
263,(ID185029 : ID185288),0,185029,185288,1.951,13.806,209.091,255.640,0,26.864,1.397,None
264,(ID185288 : ID185233),0,185288,185233,0.083,13.858,209.666,255.649,0,5.531,0.288,None
265,(ID185233 : ID185339),0,185233,185339,4.780,13.910,210.432,254.922,0,42.046,2.186,None
266,(ID185339 : ID185388),0,185339,185388,2.621,13.962,211.183,253.480,0,31.133,1.619,None
267,(ID185388 : ID185436),0,185388,185436,0.536,14.014,210.769,252.914,0,14.075,0.732,None
268,(ID185436 : ID185481),0,185436,185481,5.353,14.092,211.399,252.436,0,22.246,2.314,None
269,(ID185481 : ID185684),0,185481,185684,3.764,14.170,212.466,250.768,0,37.311,1.940,None
270,(ID185684 : ID185584),0,185684,185584,6.290,14.222,213.815,249.429,0,48.231,2.508,None
271,(ID185584 : ID185736),0,185584,185736,0.024,14.274,214.945,249.005,0,2.978,0.155,None
272,(ID185736 : ID185787),0,185736,185787,0.289,14.326,214.632,248.860,0,10.339,0.538,None
273,(ID185787 : ID185634),0,185787,185634,4.269,14.378,214.386,247.724,0,39.735,2.066,None
274,(ID185634 : ID185931),0,185634,185931,2.127,14.456,214.815,246.100,0,14.024,1.458,None
