 ,Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
1,(ID1857 : ID1807),0,1857,1807,48.783,0.182,452.383,6.584,0,134.316,6.984,None
2,(ID1807 : ID1681),0,1807,1681,31.896,0.234,448.688,8.357,0,108.610,5.648,None
3,(ID1681 : ID1551),0,1681,1551,62.867,0.286,452.294,11.219,0,152.478,7.929,None
4,(ID1551 : ID1634),0,1551,1634,9.711,0.338,455.106,12.330,0,59.927,3.116,None
5,(ID1722 : ID1769),1,1722,1769,0.209,0.026,275.932,30.983,0,8.790,0.457,None
6,(ID1769 : ID1590),1,1769,1590,1.069,0.078,276.196,31.411,0,19.879,1.034,None
7,(ID1590 : ID1858),1,1590,1858,0.393,0.130,276.429,31.451,0,12.056,0.627,None
8,(ID1858 : ID1808),1,1858,1808,1.234,0.182,275.881,30.777,0,21.362,1.111,None
9,(ID1808 : ID1682),1,1808,1682,0.769,0.234,275.202,30.626,0,16.869,0.877,None
10,(ID1682 : ID1552),1,1682,1552,0.183,0.286,274.956,31.105,0,8.218,0.427,None
11,(ID1552 : ID1636),1,1552,1636,0.123,0.338,275.208,31.362,0,6.738,0.350,None
12,(ID1636 : ID1952),1,1636,1952,0.053,0.390,275.390,31.539,0,4.438,0.231,None
13,(ID1952 : ID2080),1,1952,2080,0.444,0.442,275.203,31.915,0,12.813,0.666,None
14,(ID2080 : ID1906),1,2080,1906,30.341,0.494,274.079,29.582,0,105.928,5.508,None
15,(ID1906 : ID1996),1,1906,1996,9.536,0.546,274.686,27.219,0,59.387,3.088,None
16,(ID1996 : ID2034),1,1996,2034,99.384,0.598,278.900,23.254,0,191.714,9.969,None
17,(ID2034 : ID2122),1,2034,2122,1.255,0.650,281.387,19.579,0,21.547,1.120,None
18,(ID2122 : ID2207),1,2122,2207,0.054,0.702,281.195,19.987,0,4.450,0.231,None
19,(ID2207 : ID2168),1,2207,2168,7.952,0.754,279.820,20.144,0,54.229,2.820,None
20,(ID1724 : ID1772),2,1724,1772,46.683,0.026,436.150,40.826,0,131.395,6.833,None
21,(ID1772 : ID1593),2,1772,1593,1.965,0.078,438.438,44.241,0,26.954,1.402,None
22,(ID1593 : ID1860),2,1593,1860,67.728,0.130,442.464,42.721,0,158.263,8.230,None
23,(ID1860 : ID1810),2,1860,1810,54.001,0.182,449.587,39.744,0,141.318,7.349,None
24,(ID1810 : ID1683),2,1810,1683,7.300,0.234,451.814,38.576,0,51.959,2.702,None
25,(ID1683 : ID1553),2,1683,1553,88.723,0.286,446.944,35.229,0,181.140,9.419,None
26,(ID1553 : ID1637),2,1553,1637,0.883,0.338,443.109,31.757,0,18.075,0.940,None
27,(ID1637 : ID1953),2,1637,1953,11.785,0.390,444.448,31.918,0,66.017,3.433,None
28,(ID1953 : ID2081),2,1953,2081,4.806,0.442,445.085,31.988,0,42.160,2.192,None
29,(ID2081 : ID1907),2,2081,1907,18.322,0.494,442.213,30.500,0,82.315,4.280,None
30,(ID1907 : ID1997),2,1907,1997,6.116,0.546,439.103,29.415,0,47.559,2.473,None
31,(ID1997 : ID2035),2,1997,2035,6.041,0.598,438.033,30.581,0,47.265,2.458,None
32,(ID2035 : ID2125),2,2035,2125,16.819,0.650,439.448,33.424,0,78.867,4.101,None
33,(ID2125 : ID2210),2,2125,2210,22.345,0.702,439.229,36.901,0,90.904,4.727,None
34,(ID2210 : ID2171),2,2210,2171,2.399,0.754,438.503,38.970,0,29.784,1.549,None
35,(ID2171 : ID2251),2,2171,2251,0.854,0.806,438.824,39.001,0,17.771,0.924,None
36,(ID2251 : ID2290),2,2251,2290,16.997,0.858,436.509,37.996,0,79.284,4.123,None
37,(ID2290 : ID2423),2,2290,2423,9.495,0.910,436.139,36.935,0,59.258,3.081,None
38,(ID2423 : ID2466),2,2423,2466,5.715,0.962,436.544,37.119,0,45.973,2.391,None
39,(ID2466 : ID2505),2,2466,2505,1.591,1.014,436.057,37.522,0,24.254,1.261,None
40,(ID2505 : ID2379),2,2505,2379,25.504,1.066,434.264,36.789,0,97.117,5.050,None
41,(ID2379 : ID2334),2,2379,2334,8.882,1.118,431.962,34.594,0,57.313,2.980,None
42,(ID2334 : ID2593),2,2334,2593,7.579,1.170,432.977,32.062,0,52.943,2.753,None
43,(ID2593 : ID2546),2,2593,2546,26.574,1.222,435.913,29.443,0,99.135,5.155,None
44,(ID2546 : ID2638),2,2546,2638,34.555,1.274,435.661,26.035,0,113.046,5.878,None
45,(ID2638 : ID2685),2,2638,2685,3.955,1.326,434.217,23.685,0,38.246,1.989,None
46,(ID2685 : ID2731),2,2685,2731,57.723,1.378,435.960,19.478,0,146.107,7.598,None
47,(ID2731 : ID2870),2,2731,2870,5.298,1.430,435.937,16.482,0,44.263,2.302,None
48,(ID2870 : ID2781),2,2870,2781,26.873,1.482,432.429,17.175,0,99.690,5.184,None
49,(ID2781 : ID2917),2,2781,2917,60.220,1.534,426.321,15.532,0,149.234,7.760,None
50,(ID2917 : ID2821),2,2917,2821,38.817,1.586,425.019,16.083,0,119.814,6.230,None
51,(ID2821 : ID2962),2,2821,2962,3.436,1.638,426.583,17.614,0,35.649,1.854,None
52,(ID2962 : ID3055),2,2962,3055,0.208,1.690,426.018,16.742,0,8.763,0.456,None
53,(ID3055 : ID3009),2,3055,3009,5.583,1.742,424.922,16.510,0,45.440,2.363,None
54,(ID1726 : ID1771),3,1726,1771,31.208,0.026,111.733,38.702,0,107.430,5.586,None
55,(ID1771 : ID1592),3,1771,1592,24.076,0.078,108.162,39.731,0,94.361,4.907,None
56,(ID1592 : ID1861),3,1592,1861,10.445,0.130,108.728,42.059,0,62.151,3.232,None
57,(ID1861 : ID1811),3,1861,1811,52.750,0.182,106.970,43.519,0,139.672,7.263,None
58,(ID1811 : ID1684),3,1811,1684,3.953,0.234,103.592,45.865,0,38.235,1.988,None
59,(ID1684 : ID1554),3,1684,1554,43.223,0.286,100.300,47.006,0,126.431,6.574,None
60,(ID1729 : ID1775),4,1729,1775,0.783,0.026,145.973,91.719,0,17.016,0.885,None
61,(ID1775 : ID1595),4,1775,1595,1.818,0.078,145.274,91.451,0,25.929,1.348,None
62,(ID1595 : ID1862),4,1595,1862,3.823,0.130,143.731,91.221,0,37.601,1.955,None
63,(ID1862 : ID1816),4,1862,1816,4.023,0.182,143.096,91.788,0,38.574,2.006,None
64,(ID1774 : ID1597),5,1774,1597,73.145,0.078,76.614,92.085,0,164.471,8.552,None
65,(ID1597 : ID1863),5,1597,1863,6.073,0.130,72.437,93.682,0,47.392,2.464,None
66,(ID1863 : ID1815),5,1863,1815,29.482,0.182,69.007,92.230,0,104.419,5.430,None
67,(ID1815 : ID1686),5,1815,1686,113.573,0.234,61.026,92.206,0,204.944,10.657,None
68,(ID1686 : ID1559),5,1686,1559,30.131,0.286,53.767,94.595,0,105.561,5.489,None
69,(ID1559 : ID1641),5,1559,1641,15.397,0.338,51.161,94.678,0,75.459,3.924,None
70,(ID1728 : ID1776),6,1728,1776,80.291,0.026,461.523,91.200,0,172.317,8.961,None
71,(ID1776 : ID1596),6,1776,1596,16.070,0.078,467.557,93.287,0,77.091,4.009,None
72,(ID1596 : ID1864),6,1596,1864,9.719,0.130,468.184,94.164,0,59.953,3.118,None
73,(ID1864 : ID1818),6,1864,1818,10.200,0.182,465.992,96.274,0,61.418,3.194,None
74,(ID1731 : ID1778),7,1731,1778,1.941,0.026,348.034,97.969,0,26.789,1.393,None
75,(ID1778 : ID1599),7,1778,1599,1.190,0.078,348.183,98.040,0,20.975,1.091,None
76,(ID1599 : ID1866),7,1599,1866,0.167,0.130,347.680,97.704,0,7.867,0.409,None
77,(ID1866 : ID1817),7,1866,1817,0.511,0.182,347.834,97.672,0,13.744,0.715,None
78,(ID1817 : ID1690),7,1817,1690,0.193,0.234,348.020,97.703,0,8.450,0.439,None
79,(ID1867 : ID1819),8,1867,1819,6.396,0.182,80.324,99.486,0,48.634,2.529,None
80,(ID1819 : ID1689),8,1819,1689,36.940,0.234,76.599,97.576,0,116.881,6.078,None
81,(ID1689 : ID1560),8,1689,1560,38.693,0.286,76.502,97.996,0,119.623,6.220,None
82,(ID1560 : ID1643),8,1560,1643,4.611,0.338,78.329,98.895,0,41.294,2.147,None
83,(ID1643 : ID1961),8,1643,1961,23.232,0.390,76.374,96.213,0,92.691,4.820,None
84,(ID1961 : ID2087),8,1961,2087,57.504,0.442,79.010,95.095,0,145.829,7.583,None
85,(ID2087 : ID1913),8,2087,1913,92.073,0.494,77.967,95.109,0,184.528,9.595,None
86,(ID1913 : ID2003),8,1913,2003,2.239,0.546,72.550,93.928,0,28.775,1.496,None
87,(ID2003 : ID2042),8,2003,2042,7.019,0.598,70.787,92.968,0,50.948,2.649,None
88,(ID2042 : ID2129),8,2042,2129,43.737,0.650,67.720,89.528,0,127.180,6.613,None
89,(ID2129 : ID2217),8,2129,2217,4.481,0.702,64.709,87.353,0,40.707,2.117,None
90,(ID2217 : ID2177),8,2217,2177,3.498,0.754,64.544,88.254,0,35.965,1.870,None
91,(ID2177 : ID2257),8,2177,2257,36.902,0.806,63.419,91.076,0,116.821,6.075,None
92,(ID2257 : ID2299),8,2257,2299,53.041,0.858,61.013,89.812,0,140.057,7.283,None
93,(ID2299 : ID2431),8,2299,2431,17.143,0.910,58.499,85.836,0,79.623,4.140,None
94,(ID2431 : ID2473),8,2431,2473,2.301,0.962,55.860,85.934,0,29.172,1.517,None
95,(ID2473 : ID2511),8,2473,2511,23.481,1.014,57.283,87.729,0,93.186,4.846,None
96,(ID2511 : ID2388),8,2511,2388,27.332,1.066,60.592,91.338,0,100.539,5.228,None
97,(ID2388 : ID2342),8,2388,2342,21.157,1.118,61.101,95.778,0,88.455,4.600,None
98,(ID2342 : ID2601),8,2342,2601,3.481,1.170,61.016,97.318,0,35.879,1.866,None
99,(ID2601 : ID2556),8,2601,2556,19.873,1.222,62.029,98.898,0,85.730,4.458,None
100,(ID2556 : ID2646),8,2556,2646,3.773,1.274,61.658,100.422,0,37.356,1.942,None
101,(ID2646 : ID2696),8,2646,2696,2.629,1.326,60.334,99.233,0,31.184,1.622,None
102,(ID2696 : ID2743),8,2696,2743,9.899,1.378,60.349,97.292,0,60.505,3.146,None
103,(ID1732 : ID1779),9,1732,1779,137.185,0.026,261.670,102.315,0,225.243,11.713,None
104,(ID1779 : ID1600),9,1779,1600,210.409,0.078,274.282,103.864,0,278.951,14.505,None
105,(ID1600 : ID1868),9,1600,1868,1.255,0.130,281.727,103.647,0,21.543,1.120,None
106,(ID1868 : ID1820),9,1868,1820,18.188,0.182,279.868,103.724,0,82.015,4.265,None
107,(ID1820 : ID1687),9,1820,1687,142.910,0.234,274.037,98.629,0,229.894,11.955,None
108,(ID1687 : ID1558),9,1687,1558,1.410,0.286,270.051,94.511,0,22.832,1.187,None
109,(ID1558 : ID1642),9,1558,1642,33.415,0.338,266.989,94.416,0,111.166,5.781,None
110,(ID1642 : ID1960),9,1642,1960,4.261,0.390,265.156,93.478,0,39.699,2.064,None
111,(ID1960 : ID2084),9,1960,2084,21.882,0.442,267.857,91.583,0,89.958,4.678,None
112,(ID2084 : ID1915),9,2084,1915,117.948,0.494,270.397,95.359,0,208.854,10.860,None
113,(ID1915 : ID2004),9,1915,2004,32.011,0.546,273.408,98.929,0,108.805,5.658,None
114,(ID2004 : ID2041),9,2004,2041,47.766,0.598,275.908,93.690,0,132.910,6.911,None
115,(ID2041 : ID2130),9,2041,2130,8.574,0.650,277.157,89.122,0,56.311,2.928,None
116,(ID2130 : ID2214),9,2130,2214,25.670,0.702,277.525,85.526,0,97.434,5.067,None
117,(ID2214 : ID2176),9,2214,2176,15.986,0.754,278.864,83.660,0,76.890,3.998,None
118,(ID2176 : ID2256),9,2176,2256,34.497,0.806,278.426,86.032,0,112.950,5.873,None
119,(ID2256 : ID2298),9,2256,2298,11.093,0.858,274.980,86.552,0,64.052,3.331,None
120,(ID2298 : ID2429),9,2298,2429,90.537,0.910,276.215,81.159,0,182.983,9.515,None
121,(ID2429 : ID2471),9,2429,2471,63.738,0.962,274.682,77.996,0,153.530,7.984,None
122,(ID2471 : ID2509),9,2471,2509,27.410,1.014,273.357,79.590,0,100.682,5.235,None
123,(ID2509 : ID2386),9,2509,2386,2.387,1.066,275.950,79.432,0,29.710,1.545,None
124,(ID2386 : ID2340),9,2386,2340,17.927,1.118,274.109,77.704,0,81.423,4.234,None
125,(ID2340 : ID2599),9,2340,2599,134.879,1.170,277.429,74.182,0,223.341,11.614,None
126,(ID2599 : ID2554),9,2599,2554,16.279,1.222,283.374,73.496,0,77.591,4.035,None
127,(ID2554 : ID2644),9,2554,2644,4.693,1.274,285.034,74.813,0,41.659,2.166,None
128,(ID2644 : ID2694),9,2644,2694,18.502,1.326,287.430,75.822,0,82.718,4.301,None
129,(ID2694 : ID2742),9,2694,2742,141.435,1.378,292.462,82.154,0,228.705,11.893,None
130,(ID2742 : ID2879),9,2742,2879,7.719,1.430,295.435,85.657,0,53.430,2.778,None
131,(ID2879 : ID2791),9,2879,2791,12.261,1.482,296.435,85.136,0,67.339,3.502,None
132,(ID2791 : ID2926),9,2791,2926,19.198,1.534,298.299,83.700,0,84.260,4.382,None
133,(ID2926 : ID2831),9,2926,2831,2.584,1.586,298.659,80.727,0,30.916,1.608,None
134,(ID2831 : ID2972),9,2831,2972,151.984,1.638,293.169,82.558,0,237.080,12.328,None
135,(ID2972 : ID3064),9,2972,3064,14.286,1.690,287.850,87.061,0,72.686,3.780,None
136,(ID3064 : ID3018),9,3064,3018,11.013,1.742,289.729,88.584,0,63.820,3.319,None
137,(ID3018 : ID3156),9,3018,3156,1.752,1.794,290.690,88.270,0,25.457,1.324,None
138,(ID3156 : ID3110),9,3156,3110,30.831,1.846,289.040,90.900,0,106.780,5.553,None
139,(ID3110 : ID3200),9,3110,3200,73.666,1.898,285.921,89.769,0,165.056,8.583,None
140,(ID3200 : ID3246),9,3200,3246,33.460,1.950,286.369,84.733,0,111.240,5.784,None
141,(ID3246 : ID3374),9,3246,3374,0.518,2.002,288.999,83.779,0,13.841,0.720,None
142,(ID3374 : ID3289),9,3374,3289,11.880,2.054,290.767,83.985,0,66.282,3.447,None
143,(ID3289 : ID3417),9,3289,3417,12.670,2.106,291.215,85.082,0,68.451,3.559,None
144,(ID3417 : ID3332),9,3417,3332,85.473,2.158,287.888,82.190,0,177.791,9.245,None
145,(ID3332 : ID3459),9,3332,3459,27.050,2.210,283.233,77.915,0,100.018,5.201,None
146,(ID1737 : ID1780),10,1737,1780,0.790,0.026,184.855,135.424,0,17.095,0.889,None
147,(ID1780 : ID1602),10,1780,1602,43.202,0.078,181.374,134.969,0,126.401,6.573,None
148,(ID1602 : ID1869),10,1602,1869,75.125,0.130,179.507,130.818,0,166.683,8.667,None
149,(ID1869 : ID1823),10,1869,1823,4.900,0.182,182.026,126.601,0,42.571,2.214,None
150,(ID1823 : ID1691),10,1823,1691,23.926,0.234,182.627,124.086,0,94.065,4.891,None
151,(ID1691 : ID1561),10,1691,1561,14.468,0.286,184.008,121.405,0,73.148,3.804,None
152,(ID1561 : ID1644),10,1561,1644,3.027,0.338,186.693,120.789,0,33.459,1.740,None
153,(ID1644 : ID1962),10,1644,1962,22.629,0.390,188.873,118.520,0,91.481,4.757,None
154,(ID1962 : ID2088),10,1962,2088,62.342,0.442,194.085,117.512,0,151.841,7.896,None
155,(ID2088 : ID1918),10,2088,1918,36.867,0.494,198.241,121.464,0,116.765,6.072,None
156,(ID1918 : ID2006),10,1918,2006,81.402,0.546,200.205,120.282,0,173.506,9.022,None
157,(ID2006 : ID2045),10,2006,2045,1.483,0.598,201.536,115.560,0,23.415,1.218,None
158,(ID2045 : ID2134),10,2045,2134,29.291,0.650,199.463,112.982,0,104.079,5.412,None
159,(ID2134 : ID2218),10,2134,2218,13.361,0.702,196.436,109.609,0,70.295,3.655,None
160,(ID2218 : ID2179),10,2218,2179,13.307,0.754,193.355,108.495,0,70.151,3.648,None
161,(ID2179 : ID2259),10,2179,2259,5.205,0.806,190.446,109.013,0,43.873,2.281,None
162,(ID2259 : ID2301),10,2259,2301,9.281,0.858,190.722,109.991,0,58.585,3.046,None
163,(ID1735 : ID1781),11,1735,1781,76.361,0.026,329.161,136.292,0,168.048,8.739,None
164,(ID1781 : ID1603),11,1781,1603,5.682,0.078,327.757,139.143,0,45.839,2.384,None
165,(ID1603 : ID1870),11,1603,1870,2.240,0.130,329.060,138.037,0,28.781,1.497,None
166,(ID1870 : ID1824),11,1870,1824,44.201,0.182,327.470,140.350,0,127.853,6.648,None
167,(ID1824 : ID1694),11,1824,1694,21.032,0.234,323.060,143.695,0,88.193,4.586,None
168,(ID1694 : ID1563),11,1694,1563,23.062,0.286,320.214,146.948,0,92.352,4.802,None
169,(ID1563 : ID1645),11,1563,1645,74.557,0.338,323.010,146.792,0,166.051,8.635,None
170,(ID1645 : ID1963),11,1645,1963,13.832,0.390,325.220,143.092,0,71.522,3.719,None
171,(ID1963 : ID2090),11,1963,2090,15.304,0.442,323.754,143.775,0,75.232,3.912,None
172,(ID2090 : ID1919),11,2090,1919,11.319,0.494,322.953,144.195,0,64.701,3.364,None
173,(ID1919 : ID2007),11,1919,2007,35.948,0.546,323.669,140.018,0,115.301,5.996,None
174,(ID2007 : ID2046),11,2007,2046,23.433,0.598,322.862,138.342,0,93.092,4.841,None
175,(ID2046 : ID2135),11,2046,2135,17.355,0.650,320.962,137.254,0,80.115,4.166,None
176,(ID2135 : ID2220),11,2135,2220,12.287,0.702,320.318,133.731,0,67.408,3.505,None
177,(ID2220 : ID2180),11,2220,2180,10.153,0.754,320.437,131.097,0,61.277,3.186,None
178,(ID2180 : ID2260),11,2180,2260,15.608,0.806,320.322,128.357,0,75.976,3.951,None
179,(ID2260 : ID2303),11,2260,2303,39.326,0.858,316.002,127.061,0,120.597,6.271,None
180,(ID2303 : ID2434),11,2303,2434,34.584,0.910,314.291,124.758,0,113.092,5.881,None
181,(ID2434 : ID2476),11,2434,2476,30.763,0.962,316.793,124.729,0,106.662,5.546,None
182,(ID2476 : ID2514),11,2476,2514,10.184,1.014,319.479,127.260,0,61.369,3.191,None
183,(ID2514 : ID2390),11,2514,2390,56.182,1.066,319.005,124.117,0,144.143,7.495,None
184,(ID2390 : ID2345),11,2390,2345,17.091,1.118,315.040,120.168,0,79.502,4.134,None
185,(ID2345 : ID2603),11,2345,2603,14.931,1.170,311.247,119.707,0,74.308,3.864,None
186,(ID2603 : ID2558),11,2603,2558,11.368,1.222,307.699,120.414,0,64.840,3.372,None
187,(ID2558 : ID2648),11,2558,2648,26.258,1.274,305.118,118.369,0,98.543,5.124,None
188,(ID2648 : ID2697),11,2648,2697,1.717,1.326,303.860,116.549,0,25.198,1.310,None
189,(ID2697 : ID2745),11,2697,2745,3.877,1.378,303.231,118.054,0,37.864,1.969,None
190,(ID2745 : ID2881),11,2745,2881,12.714,1.430,302.053,117.440,0,68.570,3.566,None
191,(ID2881 : ID2794),11,2881,2794,49.504,1.482,304.398,117.300,0,135.305,7.036,None
192,(ID2794 : ID2929),11,2794,2929,37.206,1.534,306.035,121.317,0,117.301,6.100,None
193,(ID2929 : ID2835),11,2929,2835,19.967,1.586,304.734,126.138,0,85.931,4.468,None
194,(ID2835 : ID2976),11,2835,2976,24.543,1.638,303.036,126.870,0,95.270,4.954,None
195,(ID2976 : ID3069),11,2976,3069,25.986,1.690,303.594,125.199,0,98.032,5.098,None
196,(ID3069 : ID3021),11,3069,3021,4.546,1.742,306.707,124.112,0,41.003,2.132,None
197,(ID3021 : ID3114),11,3021,3114,144.103,1.820,307.335,129.214,0,115.426,12.004,None
198,(ID3114 : ID3203),11,3114,3203,3.649,1.898,307.646,136.136,0,36.737,1.910,None
199,(ID3203 : ID3252),11,3203,3252,16.450,1.950,306.000,137.767,0,77.996,4.056,None
200,(ID3252 : ID3381),11,3252,3381,5.884,2.002,305.250,138.090,0,46.650,2.426,None
201,(ID3381 : ID3294),11,3381,3294,4.279,2.054,307.371,137.349,0,39.778,2.068,None
202,(ID3294 : ID3422),11,3294,3422,21.444,2.106,308.108,134.692,0,89.053,4.631,None
203,(ID3422 : ID3337),11,3422,3337,12.105,2.158,306.402,131.460,0,66.909,3.479,None
204,(ID3337 : ID3464),11,3337,3464,11.714,2.210,305.771,132.022,0,65.819,3.423,None
205,(ID3464 : ID3508),11,3464,3508,7.907,2.262,307.908,132.971,0,54.077,2.812,None
206,(ID3508 : ID3554),11,3508,3554,108.897,2.314,312.799,128.645,0,200.680,10.435,None
207,(ID3554 : ID3682),11,3554,3682,9.611,2.366,317.844,125.404,0,59.620,3.100,None
208,(ID3682 : ID3726),11,3682,3726,47.687,2.418,317.652,128.982,0,132.800,6.906,None
209,(ID3726 : ID3593),11,3726,3593,6.852,2.470,316.258,133.303,0,50.337,2.618,None
210,(ID3593 : ID3636),11,3593,3636,29.482,2.522,315.187,136.960,0,104.418,5.430,None
211,(ID3636 : ID3765),11,3636,3765,14.145,2.574,314.801,140.963,0,72.325,3.761,None
212,(ID3765 : ID3844),11,3765,3844,11.772,2.626,316.574,144.092,0,65.982,3.431,None
213,(ID3844 : ID3889),11,3844,3889,2.315,2.678,317.998,145.103,0,29.261,1.522,None
214,(ID3889 : ID3805),11,3889,3805,9.413,2.730,318.076,146.066,0,59.000,3.068,None
215,(ID3805 : ID3928),11,3805,3928,5.967,2.782,316.398,147.168,0,46.974,2.443,None
216,(ID3928 : ID4102),11,3928,4102,61.791,2.834,319.033,145.844,0,151.168,7.861,None
217,(ID4102 : ID4188),11,4102,4188,10.990,2.886,321.190,145.025,0,63.753,3.315,None
218,(ID4188 : ID3971),11,4188,3971,31.882,2.938,317.330,146.939,0,108.585,5.646,None
219,(ID3971 : ID4146),11,3971,4146,20.782,2.990,314.849,150.959,0,87.668,4.559,None
220,(ID4146 : ID4017),11,4146,4017,61.563,3.042,310.990,154.809,0,150.888,7.846,None
221,(ID1871 : ID1825),12,1871,1825,0.722,0.182,98.629,161.752,0,16.346,0.850,None
222,(ID1825 : ID1695),12,1825,1695,5.199,0.234,99.723,161.027,0,43.851,2.280,None
223,(ID1695 : ID1564),12,1695,1564,7.858,0.286,99.562,161.339,0,53.907,2.803,None
224,(ID1564 : ID1647),12,1564,1647,194.433,0.338,92.103,158.760,0,268.153,13.944,None
225,(ID1739 : ID1782),13,1739,1782,1.343,0.026,323.766,168.675,0,22.289,1.159,None
226,(ID1782 : ID1604),13,1782,1604,60.286,0.078,321.207,171.926,0,149.316,7.764,None
227,(ID1604 : ID1872),13,1604,1872,10.715,0.130,320.039,174.333,0,62.948,3.273,None
228,(ID1872 : ID1826),13,1872,1826,32.634,0.182,319.488,172.155,0,109.859,5.713,None
229,(ID1826 : ID1696),13,1826,1696,13.021,0.234,318.849,171.257,0,69.395,3.609,None
230,(ID1696 : ID1565),13,1696,1565,32.693,0.286,320.725,175.066,0,109.957,5.718,None
231,(ID1565 : ID1648),13,1565,1648,22.953,0.338,318.770,178.530,0,92.134,4.791,None
232,(ID1648 : ID1965),13,1648,1965,18.189,0.390,317.561,177.333,0,82.016,4.265,None
233,(ID1965 : ID2091),13,1965,2091,28.311,0.442,321.269,174.967,0,102.323,5.321,None
234,(ID2091 : ID1921),13,2091,1921,9.804,0.494,322.653,173.446,0,60.215,3.131,None
235,(ID1921 : ID2009),13,1921,2009,2.356,0.546,320.669,172.386,0,29.521,1.535,None
236,(ID2009 : ID2049),13,2009,2049,23.440,0.598,321.513,174.117,0,93.106,4.841,None
237,(ID2049 : ID2138),13,2049,2138,84.532,0.650,326.435,179.113,0,176.811,9.194,None
238,(ID2138 : ID2222),13,2138,2222,27.754,0.702,327.411,183.510,0,101.311,5.268,None
239,(ID2222 : ID2182),13,2222,2182,90.587,0.754,323.392,180.270,0,183.033,9.518,None
240,(ID2182 : ID2262),13,2182,2262,86.557,0.806,321.385,171.177,0,178.916,9.304,None
241,(ID2262 : ID2304),13,2262,2304,8.004,0.858,322.403,166.096,0,54.406,2.829,None
242,(ID2304 : ID2435),13,2304,2435,0.498,0.910,323.942,165.362,0,13.564,0.705,None
243,(ID2435 : ID2477),13,2435,2477,1.481,0.962,324.680,165.341,0,23.403,1.217,None
244,(ID2477 : ID2515),13,2477,2515,0.185,1.014,325.435,165.575,0,8.271,0.430,None
245,(ID2515 : ID2395),13,2515,2395,50.855,1.066,322.777,163.419,0,137.140,7.131,None
246,(ID2395 : ID2347),13,2395,2347,9.271,1.118,321.296,161.926,0,58.555,3.045,None
247,(ID2347 : ID2605),13,2347,2605,38.985,1.170,319.905,161.129,0,120.074,6.244,None
248,(ID2605 : ID2562),13,2605,2562,17.038,1.222,317.881,161.629,0,79.378,4.128,None
249,(ID2562 : ID2651),13,2562,2651,14.776,1.274,319.685,161.939,0,73.921,3.844,None
250,(ID2651 : ID2700),13,2651,2700,23.215,1.326,318.652,159.114,0,92.657,4.818,None
251,(ID2700 : ID2749),13,2700,2749,14.682,1.378,316.855,159.795,0,73.686,3.832,None
252,(ID2749 : ID2885),13,2749,2885,13.702,1.430,315.898,163.063,0,71.186,3.702,None
253,(ID2885 : ID2797),13,2885,2797,19.633,1.482,316.382,165.826,0,85.209,4.431,None
254,(ID2797 : ID2932),13,2797,2932,16.569,1.534,316.760,168.742,0,78.280,4.071,None
255,(ID2932 : ID2836),13,2932,2836,24.641,1.586,316.467,168.020,0,95.461,4.964,None
256,(ID2836 : ID2979),13,2836,2979,63.229,1.638,316.975,161.834,0,152.917,7.952,None
257,(ID2979 : ID3070),13,2979,3070,7.511,1.690,317.478,157.011,0,52.703,2.741,None
258,(ID3070 : ID3023),13,3070,3023,5.581,1.742,317.526,156.759,0,45.433,2.362,None
259,(ID3023 : ID3160),13,3023,3160,18.466,1.794,315.657,155.427,0,82.639,4.297,None
260,(ID3160 : ID3116),13,3160,3116,0.843,1.846,314.463,153.789,0,17.660,0.918,None
261,(ID3116 : ID3204),13,3116,3204,88.899,1.898,313.275,158.750,0,181.320,9.429,None
262,(ID3204 : ID3254),13,3204,3254,2.959,1.950,312.905,164.088,0,33.083,1.720,None
263,(ID3254 : ID3382),13,3254,3382,22.898,2.002,313.772,167.155,0,92.023,4.785,None
264,(ID3382 : ID3297),13,3382,3297,20.842,2.054,311.938,168.937,0,87.794,4.565,None
265,(ID3297 : ID3424),13,3297,3424,47.791,2.106,309.500,171.805,0,132.944,6.913,None
266,(ID3424 : ID3339),13,3424,3339,11.275,2.158,310.079,173.783,0,64.573,3.358,None
267,(ID3339 : ID3467),13,3339,3467,3.648,2.210,311.691,171.794,0,36.731,1.910,None
268,(ID3467 : ID3512),13,3467,3512,80.961,2.262,316.093,168.578,0,173.035,8.998,None
269,(ID3512 : ID3556),13,3512,3556,111.780,2.314,319.731,171.164,0,203.319,10.573,None
270,(ID3556 : ID3686),13,3556,3686,9.799,2.366,318.699,175.309,0,60.198,3.130,None
271,(ID3686 : ID3728),13,3686,3728,7.819,2.418,318.154,172.873,0,53.774,2.796,None
272,(ID3728 : ID3595),13,3728,3595,22.189,2.470,320.341,173.247,0,90.586,4.710,None
273,(ID3595 : ID3637),13,3595,3637,35.042,2.522,324.929,174.476,0,113.839,5.920,None
274,(ID3637 : ID3766),13,3637,3766,3.937,2.574,328.318,173.157,0,38.156,1.984,None
275,(ID3766 : ID3845),13,3766,3845,16.800,2.626,330.771,171.793,0,78.823,4.099,None
276,(ID3845 : ID3890),13,3845,3890,49.797,2.678,329.625,169.688,0,135.706,7.057,None
277,(ID3890 : ID3806),13,3890,3806,35.276,2.730,324.403,165.957,0,114.218,5.939,None
